sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"As he was walking sadly along one fine day, it occurred to him to wish himself where he would find the most beautiful princess in the world. ",wish,BEFORE,"As he was walking sadly along one fine day, it occurred to him to wish himself where he would find the most beautiful princess in the world. ",find,6,6,3,5
"As he was walking sadly along one fine day, it occurred to him to wish himself where he would find the most beautiful princess in the world. ",find,AFTER,"And it was a land which he had never yet seen, and a city in which he had never yet been. ",seen,6,8,5,2
"And it was a land which he had never yet seen, and a city in which he had never yet been. ",seen,AFTER,"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",had,8,9,2,0
"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",had,AFTER,"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",beheld,9,9,0,2
"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",beheld,BEFORE,"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",wanted,9,9,2,3
"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",wanted,BEFORE,"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",have,9,9,3,4
"And the king had a daughter, so handsome that he had never yet beheld her like, and he wanted to have her on the spot. ",have,BEFORE,"But she would have nothing to do with him, and was very haughty. ",have,9,10,4,1
"But she would have nothing to do with him, and was very haughty. ",have,BEFORE,"Finally he despaired altogether, and was so beside himself that he could no longer be where she was not. ",despaired,10,11,1,0
"Finally he despaired altogether, and was so beside himself that he could no longer be where she was not. ",despaired,BEFORE,So he took his magic cap and wished himself into the castle. ,took,11,12,0,0
So he took his magic cap and wished himself into the castle. ,took,BEFORE,So he took his magic cap and wished himself into the castle. ,wished,12,12,0,1
So he took his magic cap and wished himself into the castle. ,wished,BEFORE,"He wanted to say good-by, so he said. ",say,12,13,1,1
"He wanted to say good-by, so he said. ",say,BEFORE,"He wanted to say good-by, so he said. ",said,13,13,1,2
"He wanted to say good-by, so he said. ",said,BEFORE,And she laid her hand in his. ,laid,13,14,2,0
And she laid her hand in his. ,laid,BEFORE,"""I wish we were far beyond the end of the world!"" ",wish,14,15,0,0
"""I wish we were far beyond the end of the world!"" ",wish,BEFORE,"said the youth, and there they were. ",said,15,16,0,0
"said the youth, and there they were. ",said,AFTER,"But the king's daughter wept, and begged to be allowed to go home again. ",wept,16,17,0,0
"But the king's daughter wept, and begged to be allowed to go home again. ",wept,BEFORE,"But the king's daughter wept, and begged to be allowed to go home again. ",begged,17,17,0,1
"But the king's daughter wept, and begged to be allowed to go home again. ",begged,BEFORE,He could have all the gold and silver in the castle in return. ,have,17,18,1,1
He could have all the gold and silver in the castle in return. ,have,AFTER,"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",have,18,19,1,0
"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",have,BEFORE,"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",said,19,19,0,1
"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",said,AFTER,"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",shook,19,19,1,2
"""I have money enough for myself,"" said the youth, and he shook his purse so that money just rolled about. ",shook,BEFORE,"He could sit down at the royal table and eat the finest food, and drink the finest wines, said she. ",eat,19,20,2,2
"He could sit down at the royal table and eat the finest food, and drink the finest wines, said she. ",eat,BEFORE,"He could sit down at the royal table and eat the finest food, and drink the finest wines, said she. ",drink,20,20,2,3
"He could sit down at the royal table and eat the finest food, and drink the finest wines, said she. ",drink,BEFORE,"He could sit down at the royal table and eat the finest food, and drink the finest wines, said she. ",said,20,20,3,4
"He could sit down at the royal table and eat the finest food, and drink the finest wines, said she. ",said,AFTER,"""I have enough to eat and drink myself,"" said the youth. ",have,20,21,4,0
"""I have enough to eat and drink myself,"" said the youth. ",have,BEFORE,"""I have enough to eat and drink myself,"" said the youth. ",said,21,21,0,3
"""I have enough to eat and drink myself,"" said the youth. ",said,BEFORE,"""See, you can sit down at the table,"" said he, and at once he spread his table-cloth. ",said,21,22,3,3
"""See, you can sit down at the table,"" said he, and at once he spread his table-cloth. ",said,BEFORE,"""See, you can sit down at the table,"" said he, and at once he spread his table-cloth. ",spread,22,22,3,4
"""See, you can sit down at the table,"" said he, and at once he spread his table-cloth. ",spread,BEFORE,And there stood a table covered with the best one might wish; ,stood,22,23,4,0
And there stood a table covered with the best one might wish; ,stood,AFTER,And there stood a table covered with the best one might wish; ,covered,23,23,0,1
And there stood a table covered with the best one might wish; ,covered,BEFORE,And there stood a table covered with the best one might wish; ,wish,23,23,1,3
And there stood a table covered with the best one might wish; ,wish,BEFORE, and the king himself ate no better. ,ate,23,24,3,0
 and the king himself ate no better. ,ate,BEFORE,"After they had eaten, the king's daughter said: ""O, do look at the handsome apples up there on the tree! ",said,24,25,0,2
"After they had eaten, the king's daughter said: ""O, do look at the handsome apples up there on the tree! ",said,BEFORE,"If you were really kind, you would fetch me down a couple of them!"" ",fetch,25,26,2,2
"If you were really kind, you would fetch me down a couple of them!"" ",fetch,BEFORE,"The youth was not lazy, and climbed up. ",climbed,26,27,2,1
"The youth was not lazy, and climbed up. ",climbed,AFTER,"But he had forgotten his table-cloth and his purse, and these she took. ",forgotten,27,28,1,1
"But he had forgotten his table-cloth and his purse, and these she took. ",forgotten,BEFORE,"But he had forgotten his table-cloth and his purse, and these she took. ",took,28,28,1,2
"But he had forgotten his table-cloth and his purse, and these she took. ",took,BEFORE,"She at once put it on and wished herself back in her own room, and there she was that minute. ",put,28,30,2,0
"She at once put it on and wished herself back in her own room, and there she was that minute. ",put,BEFORE,"She at once put it on and wished herself back in her own room, and there she was that minute. ",wished,30,30,0,1
"She at once put it on and wished herself back in her own room, and there she was that minute. ",wished,AFTER,"""You might have known it,"" said the youth to himself, and hurried down the tree. ",known,30,31,1,2
"""You might have known it,"" said the youth to himself, and hurried down the tree. ",known,BEFORE,"""You might have known it,"" said the youth to himself, and hurried down the tree. ",said,31,31,2,3
"""You might have known it,"" said the youth to himself, and hurried down the tree. ",said,BEFORE,"""You might have known it,"" said the youth to himself, and hurried down the tree. ",hurried,31,31,3,4
"""You might have known it,"" said the youth to himself, and hurried down the tree. ",hurried,BEFORE,He began to cry and did not know what to do. ,began,31,32,4,0
He began to cry and did not know what to do. ,began,BEFORE,He began to cry and did not know what to do. ,cry,32,32,0,1
He began to cry and did not know what to do. ,cry,BEFORE,He began to cry and did not know what to do. ,know,32,32,1,3
He began to cry and did not know what to do. ,know,BEFORE,"And as he was sitting there, he sampled the apples which he had thrown down. ",sitting,32,33,3,1
"And as he was sitting there, he sampled the apples which he had thrown down. ",sitting,BEFORE,"And as he was sitting there, he sampled the apples which he had thrown down. ",sampled,33,33,1,2
"And as he was sitting there, he sampled the apples which he had thrown down. ",sampled,AFTER,"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",tried,33,34,2,1
"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",tried,BEFORE,"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",had,34,34,1,2
"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",had,BEFORE,"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",looked,34,34,2,3
"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",looked,AFTER,"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",had,34,34,3,4
"No sooner had he tried one than he had a strange feeling in his head, and when he looked more closely, he had a pair of horns. ",had,BEFORE,"""Well, now it can do me no more harm,"" said he, and calmly went on eating the apples. ",do,34,35,4,1
"""Well, now it can do me no more harm,"" said he, and calmly went on eating the apples. ",do,BEFORE,"""Well, now it can do me no more harm,"" said he, and calmly went on eating the apples. ",said,35,35,1,2
"""Well, now it can do me no more harm,"" said he, and calmly went on eating the apples. ",said,BEFORE,"And with that he put the apples in his pocket, and set out to search for the king's daughter. ",put,35,39,2,0
"And with that he put the apples in his pocket, and set out to search for the king's daughter. ",put,BEFORE,"He went from city to city, and sailed from country to country; ",went,39,40,0,0
"He went from city to city, and sailed from country to country; ",went,BEFORE,"He went from city to city, and sailed from country to country; ",sailed,40,40,0,1
"He went from city to city, and sailed from country to country; ",sailed,BEFORE,But one day he got there after all. ,got,40,42,1,0
But one day he got there after all. ,got,BEFORE,"Then he sat himself down with his apples before the church door, and pretended to be a peddler. ",sat,42,44,0,0
"Then he sat himself down with his apples before the church door, and pretended to be a peddler. ",sat,BEFORE,"Then he sat himself down with his apples before the church door, and pretended to be a peddler. ",pretended,44,44,0,1
"Then he sat himself down with his apples before the church door, and pretended to be a peddler. ",pretended,BEFORE,he cried. ,cried,44,47,1,0
he cried. ,cried,BEFORE,"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",came,47,48,0,0
"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",came,BEFORE,"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",told,48,48,0,1
"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",told,BEFORE,"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",go,48,48,1,2
"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",go,BEFORE,"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",see,48,48,2,3
"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",see,AFTER,"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",offer,48,48,3,6
"And sure enough, the king's daughter came, and told her maidens to go and see what desirable things the peddler from abroad might have to offer. ",offer,AFTER,"Yes, he had apples of Damascus. ",had,48,49,6,0
"Yes, he had apples of Damascus. ",had,BEFORE,asked the maiden. ,asked,49,51,0,0
asked the maiden. ,asked,BEFORE,"said the peddler, and the maiden bought. ",said,51,53,0,0
"said the peddler, and the maiden bought. ",said,AFTER,"said the peddler, and the maiden bought. ",bought,53,53,0,1
"said the peddler, and the maiden bought. ",bought,AFTER,"When the king's daughter had eaten of the apples, she had a pair of horns. ",eaten,53,54,1,1
"When the king's daughter had eaten of the apples, she had a pair of horns. ",eaten,BEFORE,"When the king's daughter had eaten of the apples, she had a pair of horns. ",had,54,54,1,2
"When the king's daughter had eaten of the apples, she had a pair of horns. ",had,BEFORE,"And the castle was hung with black, and in the whole kingdom proclamation was made from all pulpits that whoever could help the king's daughter should get her, and half the kingdom besides. ",help,54,56,2,5
"And the castle was hung with black, and in the whole kingdom proclamation was made from all pulpits that whoever could help the king's daughter should get her, and half the kingdom besides. ",help,BEFORE,"And the castle was hung with black, and in the whole kingdom proclamation was made from all pulpits that whoever could help the king's daughter should get her, and half the kingdom besides. ",get,56,56,5,7
"And the castle was hung with black, and in the whole kingdom proclamation was made from all pulpits that whoever could help the king's daughter should get her, and half the kingdom besides. ",get,BEFORE,But none of them could help the princess. ,help,56,58,7,1
But none of them could help the princess. ,help,BEFORE,But one day a foreign doctor from afar came to court. ,came,58,59,1,0
But one day a foreign doctor from afar came to court. ,came,BEFORE,"He was not from their country, he said, and had made the journey purposely just to try his luck here. ",said,59,60,0,1
"He was not from their country, he said, and had made the journey purposely just to try his luck here. ",said,AFTER,"He was not from their country, he said, and had made the journey purposely just to try his luck here. ",made,60,60,1,3
"He was not from their country, he said, and had made the journey purposely just to try his luck here. ",made,BEFORE,"He was not from their country, he said, and had made the journey purposely just to try his luck here. ",try,60,60,3,4
"He was not from their country, he said, and had made the journey purposely just to try his luck here. ",try,BEFORE,"But he must see the king's daughter alone, said he, and permission was granted him. ",see,60,61,4,1
"But he must see the king's daughter alone, said he, and permission was granted him. ",see,BEFORE,"But he must see the king's daughter alone, said he, and permission was granted him. ",said,61,61,1,2
"But he must see the king's daughter alone, said he, and permission was granted him. ",said,AFTER,"But he must see the king's daughter alone, said he, and permission was granted him. ",granted,61,61,2,4
"But he must see the king's daughter alone, said he, and permission was granted him. ",granted,BEFORE,"The king's daughter recognized him, and grew red and pale in turn. ",recognized,61,62,4,0
"The king's daughter recognized him, and grew red and pale in turn. ",recognized,BEFORE,"The king's daughter recognized him, and grew red and pale in turn. ",grew,62,62,0,1
"The king's daughter recognized him, and grew red and pale in turn. ",grew,BEFORE,"""If I help you now, will you marry me?"" ",help,62,63,1,0
"""If I help you now, will you marry me?"" ",help,BEFORE,"""If I help you now, will you marry me?"" ",marry,63,63,0,2
"""If I help you now, will you marry me?"" ",marry,AFTER,asked the youth. ,asked,63,64,2,0
asked the youth. ,asked,BEFORE,"Then he gave her one of the magic apples, and her horns were only half as large as before. ",gave,64,66,0,0
"Then he gave her one of the magic apples, and her horns were only half as large as before. ",gave,BEFORE,"""But I cannot do more until I have my cap, and my table-cloth, and my purse back again,"" said he. ",do,66,67,0,1
"""But I cannot do more until I have my cap, and my table-cloth, and my purse back again,"" said he. ",do,BEFORE,"""But I cannot do more until I have my cap, and my table-cloth, and my purse back again,"" said he. ",have,67,67,1,2
"""But I cannot do more until I have my cap, and my table-cloth, and my purse back again,"" said he. ",have,BEFORE,"""But I cannot do more until I have my cap, and my table-cloth, and my purse back again,"" said he. ",said,67,67,2,3
"""But I cannot do more until I have my cap, and my table-cloth, and my purse back again,"" said he. ",said,AFTER,So she went and brought him the things. ,went,67,68,3,0
So she went and brought him the things. ,went,BEFORE,So she went and brought him the things. ,brought,68,68,0,1
So she went and brought him the things. ,brought,BEFORE,"Then he gave her still another magic apple, and now the horns were no more than tiny hornlets. ",gave,68,69,1,0
"Then he gave her still another magic apple, and now the horns were no more than tiny hornlets. ",gave,BEFORE,"""But now I cannot go on until you have sworn that you will be true to me,"" said he. ",sworn,69,70,0,3
"""But now I cannot go on until you have sworn that you will be true to me,"" said he. ",sworn,BEFORE,"""But now I cannot go on until you have sworn that you will be true to me,"" said he. ",said,70,70,3,6
"""But now I cannot go on until you have sworn that you will be true to me,"" said he. ",said,BEFORE,And she swore that she would. ,swore,70,71,6,0
And she swore that she would. ,swore,BEFORE,"And after she had eaten the third apple, her forehead was quite smooth again, and she was even more beautiful than in days gone by. ",eaten,71,72,0,1
"And after she had eaten the third apple, her forehead was quite smooth again, and she was even more beautiful than in days gone by. ",eaten,BEFORE,"They prepared for the wedding with baking and brewing, and invited people from East and West to come to it. ",invited,72,74,1,1
"They prepared for the wedding with baking and brewing, and invited people from East and West to come to it. ",invited,BEFORE,"They prepared for the wedding with baking and brewing, and invited people from East and West to come to it. ",come,74,74,1,2
