sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"He did not dare do anything else, and took her up before him on his horse, and made ready to marry her. ",marry,BEFORE,"But before she went to church, the bride begged one of the bridesmaids to stand close behind her, so that no one could see her tail fall off when the priest joined their hands. ",fall,30,31,5,5
"But before she went to church, the bride begged one of the bridesmaids to stand close behind her, so that no one could see her tail fall off when the priest joined their hands. ",fall,AFTER," but after the wedding-guests had gone, there was so much gold and silver, and such a pile of money lying there, as he had never seen together before. ",seen,31,34,5,5
" but after the wedding-guests had gone, there was so much gold and silver, and such a pile of money lying there, as he had never seen together before. ",seen,AFTER,"Whenever guests came, his wife laid the table for the old folk in the bake-house, and on each occasion so much money was left lying there, that before long they did not know what to do with it all. ",came,34,36,5,0
"Whenever guests came, his wife laid the table for the old folk in the bake-house, and on each occasion so much money was left lying there, that before long they did not know what to do with it all. ",came,BEFORE,"So it was bound to happen that he sometimes flew into a rage, and threatened her with cuffs and blows. ",threatened,36,38,0,4
"So it was bound to happen that he sometimes flew into a rage, and threatened her with cuffs and blows. ",threatened,BEFORE,"Once he wanted to go to town, and since it was fall, and the ground already frozen, the horse had first to be shod. ",wanted,38,39,4,0
"Once he wanted to go to town, and since it was fall, and the ground already frozen, the horse had first to be shod. ",wanted,BEFORE,"He had no other horse at home, and he toiled away until noon and on into the afternoon. ",toiled,39,41,0,1
"He had no other horse at home, and he toiled away until noon and on into the afternoon. ",toiled,BEFORE,"""Will you never make an end of your shoeing?"" ",make,41,42,1,1
"""Will you never make an end of your shoeing?"" ",make,BEFORE,asked his wife. ,asked,42,43,1,0
asked his wife. ,asked,BEFORE,I see there is nothing left for me but to go into the smithy myself and shoe the horse. ,see,43,46,0,0
I see there is nothing left for me but to go into the smithy myself and shoe the horse. ,see,AFTER,"This shoe is too large, you should have made it smaller, and that one is too small, you should have made it larger."" ",made,46,47,0,3
"This shoe is too large, you should have made it smaller, and that one is too small, you should have made it larger."" ",made,BEFORE,"""There, look at it,"" said she, ""that is how you must do it."" ",said,47,49,3,1
"""There, look at it,"" said she, ""that is how you must do it."" ",said,BEFORE,And with that she bent it together again as though it were made of lead. ,bent,49,50,1,0
And with that she bent it together again as though it were made of lead. ,bent,BEFORE,"""Now hold up the horse's leg,"" said she, and the horse-shoe fitted to a hair, so that the best farrier could not have bettered it. ",bettered,50,51,0,5
"""Now hold up the horse's leg,"" said she, and the horse-shoe fitted to a hair, so that the best farrier could not have bettered it. ",bettered,BEFORE,"""You have a great deal of strength in your fingers,"" said her husband, and he looked at her. ",looked,51,52,5,2
"""You have a great deal of strength in your fingers,"" said her husband, and he looked at her. ",looked,BEFORE,"""Do you think so?"" ",think,52,53,2,1
"""Do you think so?"" ",think,AFTER,"""What would have happened to me had you been as strong? ",happened,53,55,1,2
"""What would have happened to me had you been as strong? ",happened,BEFORE,"But I love you far too dearly ever to use my strength against you,"" said she. ",said,55,56,2,2
