sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Not long after this his wife gave birth to a child, but though the lower half of the little creature was a fine boy, from the waist upwards it was a hedgehog, so that when his mother first saw him she was quite frightened, and said to her husband, 'There now, you have cursed the child yourself.' ",saw,BEFORE,"Not long after this his wife gave birth to a child, but though the lower half of the little creature was a fine boy, from the waist upwards it was a hedgehog, so that when his mother first saw him she was quite frightened, and said to her husband, 'There now, you have cursed the child yourself.' ",said,5,5,3,5
"Not long after this his wife gave birth to a child, but though the lower half of the little creature was a fine boy, from the waist upwards it was a hedgehog, so that when his mother first saw him she was quite frightened, and said to her husband, 'There now, you have cursed the child yourself.' ",said,AFTER,"Not long after this his wife gave birth to a child, but though the lower half of the little creature was a fine boy, from the waist upwards it was a hedgehog, so that when his mother first saw him she was quite frightened, and said to her husband, 'There now, you have cursed the child yourself.' ",cursed,5,5,5,7
"Not long after this his wife gave birth to a child, but though the lower half of the little creature was a fine boy, from the waist upwards it was a hedgehog, so that when his mother first saw him she was quite frightened, and said to her husband, 'There now, you have cursed the child yourself.' ",cursed,BEFORE,"The farmer said, 'What's the use of making a fuss? ",said,5,6,7,0
"The farmer said, 'What's the use of making a fuss? ",said,AFTER,"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",suppose,6,7,0,0
"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",suppose,BEFORE,"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",christened,7,7,0,3
"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",christened,BEFORE,"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",see,7,7,3,5
"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",see,BEFORE,"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",ask,7,7,5,7
"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",ask,BEFORE,"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",sponsor,7,7,7,9
"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",sponsor,BEFORE,"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",call,7,7,9,11
"I suppose the creature must be christened, but I don't see how we are to ask anyone to be sponsor to him, and what are we to call him?' ",call,BEFORE,"'There is nothing we can possibly call him but Jack my Hedgehog,' replied the wife. ",call,7,8,11,2
"'There is nothing we can possibly call him but Jack my Hedgehog,' replied the wife. ",call,BEFORE,"'There is nothing we can possibly call him but Jack my Hedgehog,' replied the wife. ",replied,8,8,2,3
"'There is nothing we can possibly call him but Jack my Hedgehog,' replied the wife. ",replied,BEFORE,"So they took him to be christened, and the parson said: 'You'll never be able to put that child in a decent bed on account of his prickles.' ",said,8,9,3,3
"So they took him to be christened, and the parson said: 'You'll never be able to put that child in a decent bed on account of his prickles.' ",said,BEFORE,"So they took him to be christened, and the parson said: 'You'll never be able to put that child in a decent bed on account of his prickles.' ",put,9,9,3,6
"So they took him to be christened, and the parson said: 'You'll never be able to put that child in a decent bed on account of his prickles.' ",put,AFTER,"His father grew very tired of him and often wished him dead, but he did not die, but lay on there year after year. ",grew,9,11,6,0
"His father grew very tired of him and often wished him dead, but he did not die, but lay on there year after year. ",grew,BEFORE,"His father grew very tired of him and often wished him dead, but he did not die, but lay on there year after year. ",wished,11,11,0,1
"His father grew very tired of him and often wished him dead, but he did not die, but lay on there year after year. ",wished,BEFORE,"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",meant,11,12,1,1
"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",meant,BEFORE,"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",go,12,12,1,2
"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",go,BEFORE,"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",asked,12,12,2,3
"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",asked,BEFORE,"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",bring,12,12,3,5
"Now one day there was a big fair at the market town to which the farmer meant to go, so he asked his wife what he should bring her from it. ",bring,BEFORE,"'Some meat and a couple of big loaves for the house,' said she. ",said,12,13,5,0
"'Some meat and a couple of big loaves for the house,' said she. ",said,BEFORE,"Then he asked the maid what she wanted, and she said a pair of slippers and some stockings. ",asked,13,14,0,0
"Then he asked the maid what she wanted, and she said a pair of slippers and some stockings. ",asked,AFTER,"Then he asked the maid what she wanted, and she said a pair of slippers and some stockings. ",wanted,14,14,0,1
"Then he asked the maid what she wanted, and she said a pair of slippers and some stockings. ",wanted,BEFORE,"Then he asked the maid what she wanted, and she said a pair of slippers and some stockings. ",said,14,14,1,2
"Then he asked the maid what she wanted, and she said a pair of slippers and some stockings. ",said,BEFORE,"Lastly he said, 'Well, Jack my Hedgehog, and what shall I bring you?' ",said,14,15,2,0
"Lastly he said, 'Well, Jack my Hedgehog, and what shall I bring you?' ",said,BEFORE,"Lastly he said, 'Well, Jack my Hedgehog, and what shall I bring you?' ",bring,15,15,0,2
"Lastly he said, 'Well, Jack my Hedgehog, and what shall I bring you?' ",bring,BEFORE,"'Daddy,' said he, 'do bring me a bagpipe.' ",said,15,16,2,0
"'Daddy,' said he, 'do bring me a bagpipe.' ",said,AFTER,"'Daddy,' said he, 'do bring me a bagpipe.' ",bring,16,16,0,2
"'Daddy,' said he, 'do bring me a bagpipe.' ",bring,BEFORE,"When the farmer came home he gave his wife and the maid the things they had asked for, and then he went behind the stove and gave Jack my Hedgehog the bagpipes. ",gave,16,17,2,1
"When the farmer came home he gave his wife and the maid the things they had asked for, and then he went behind the stove and gave Jack my Hedgehog the bagpipes. ",gave,BEFORE,"When the farmer came home he gave his wife and the maid the things they had asked for, and then he went behind the stove and gave Jack my Hedgehog the bagpipes. ",gave,17,17,1,6
"When the farmer came home he gave his wife and the maid the things they had asked for, and then he went behind the stove and gave Jack my Hedgehog the bagpipes. ",gave,BEFORE,"When Jack had got his bagpipes he said, 'Daddy, do go to the smithy and have the house cock shod for me; ",got,17,18,6,1
"When Jack had got his bagpipes he said, 'Daddy, do go to the smithy and have the house cock shod for me; ",got,BEFORE,"When Jack had got his bagpipes he said, 'Daddy, do go to the smithy and have the house cock shod for me; ",said,18,18,1,2
"When Jack had got his bagpipes he said, 'Daddy, do go to the smithy and have the house cock shod for me; ",said,BEFORE, then I'll ride off and trouble you no more.' ,ride,18,19,2,1
 then I'll ride off and trouble you no more.' ,ride,BEFORE, then I'll ride off and trouble you no more.' ,trouble,19,19,1,2
 then I'll ride off and trouble you no more.' ,trouble,AFTER, but all this time his father knew nothing about him. ,knew,19,22,2,0
 but all this time his father knew nothing about him. ,knew,AFTER,"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",lost,22,24,0,3
"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",lost,BEFORE,"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",happened,24,24,3,4
"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",happened,BEFORE,"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",pass,24,24,4,5
"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",pass,BEFORE,"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",hearing,24,24,5,6
"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",hearing,BEFORE,"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",sent,24,24,6,8
"As he was playing one day a King, who had lost his way, happened to pass close by, and hearing the music he was much surprised, and sent one of his servants to find out where it came from. ",sent,BEFORE,"The man peered about, but he could see nothing but a little creature which looked like a cock with a hedgehog sitting on it, perched up in a tree. ",peered,24,25,8,0
"The man peered about, but he could see nothing but a little creature which looked like a cock with a hedgehog sitting on it, perched up in a tree. ",peered,BEFORE,"The man peered about, but he could see nothing but a little creature which looked like a cock with a hedgehog sitting on it, perched up in a tree. ",see,25,25,0,2
"The man peered about, but he could see nothing but a little creature which looked like a cock with a hedgehog sitting on it, perched up in a tree. ",see,BEFORE,"The King desired the servant to ask the strange creature why it sat there, and if it knew the shortest way to his kingdom. ",desired,25,26,2,0
"The King desired the servant to ask the strange creature why it sat there, and if it knew the shortest way to his kingdom. ",desired,BEFORE,"The King desired the servant to ask the strange creature why it sat there, and if it knew the shortest way to his kingdom. ",ask,26,26,0,1
"The King desired the servant to ask the strange creature why it sat there, and if it knew the shortest way to his kingdom. ",ask,AFTER,"The King desired the servant to ask the strange creature why it sat there, and if it knew the shortest way to his kingdom. ",knew,26,26,1,3
"The King desired the servant to ask the strange creature why it sat there, and if it knew the shortest way to his kingdom. ",knew,BEFORE,On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,said,26,27,3,1
On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,said,BEFORE,On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,undertake,27,27,1,3
On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,undertake,BEFORE,On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,show,27,27,3,4
On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,show,BEFORE,On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,give,27,27,4,6
On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,give,BEFORE,On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,let,27,27,6,8
On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,let,BEFORE,On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,have,27,27,8,9
On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,have,AFTER,On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,met,27,27,9,10
On this Jack my Hedgehog stepped down from his tree and said he would undertake to show the King his way home if the King on his part would give him his written promise to let him have whatever first met him on his return. ,met,BEFORE,"The King thought to himself, 'That's easy enough to promise. ",thought,27,28,10,0
"The King thought to himself, 'That's easy enough to promise. ",thought,AFTER,"The creature won't understand a word about it, so I can just write what I choose.' ",understand,28,29,0,1
"The creature won't understand a word about it, so I can just write what I choose.' ",understand,BEFORE,"The creature won't understand a word about it, so I can just write what I choose.' ",write,29,29,1,3
"The creature won't understand a word about it, so I can just write what I choose.' ",write,BEFORE,"The creature won't understand a word about it, so I can just write what I choose.' ",choose,29,29,3,4
"The creature won't understand a word about it, so I can just write what I choose.' ",choose,BEFORE,"So he took pen and ink and wrote something, and when he had done Jack my Hedgehog pointed out the way and the King got safely home. ",took,29,30,4,0
"So he took pen and ink and wrote something, and when he had done Jack my Hedgehog pointed out the way and the King got safely home. ",took,AFTER,"So he took pen and ink and wrote something, and when he had done Jack my Hedgehog pointed out the way and the King got safely home. ",wrote,30,30,0,1
"So he took pen and ink and wrote something, and when he had done Jack my Hedgehog pointed out the way and the King got safely home. ",wrote,BEFORE,"So he took pen and ink and wrote something, and when he had done Jack my Hedgehog pointed out the way and the King got safely home. ",got,30,30,1,5
"So he took pen and ink and wrote something, and when he had done Jack my Hedgehog pointed out the way and the King got safely home. ",got,BEFORE,Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,saw,30,31,5,0
Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,saw,AFTER,Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,returning,31,31,0,1
Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,returning,BEFORE,Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,ran,31,31,1,3
Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,ran,BEFORE,Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,meet,31,31,3,4
Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,meet,BEFORE,Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,threw,31,31,4,5
Now when the King's daughter saw her father returning in the distance she was so delighted that she ran to meet him and threw herself into his arms. ,threw,BEFORE,"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",remembered,31,32,5,0
"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",remembered,BEFORE,"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",told,32,32,0,1
"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",told,AFTER,"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",obliged,32,32,1,4
"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",obliged,BEFORE,"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",give,32,32,4,5
"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",give,BEFORE,"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",bestow,32,32,5,7
"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",bestow,AFTER,"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",met,32,32,7,8
"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",met,AFTER,"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",shown,32,32,8,11
"Then the King remembered Jack my Hedgehog, and he told his daughter how he had been obliged to give a written promise to bestow whatever he first met when he got home on an extraordinary creature which had shown him the way. ",shown,BEFORE,"The creature, said he, rode on a cock as though it had been a horse, and it made lovely music, but as it certainly could not read he had just written that he would _not_ give it anything at all. ",said,32,33,11,0
"The creature, said he, rode on a cock as though it had been a horse, and it made lovely music, but as it certainly could not read he had just written that he would _not_ give it anything at all. ",said,AFTER,"The creature, said he, rode on a cock as though it had been a horse, and it made lovely music, but as it certainly could not read he had just written that he would _not_ give it anything at all. ",rode,33,33,0,1
"The creature, said he, rode on a cock as though it had been a horse, and it made lovely music, but as it certainly could not read he had just written that he would _not_ give it anything at all. ",rode,BEFORE,"The creature, said he, rode on a cock as though it had been a horse, and it made lovely music, but as it certainly could not read he had just written that he would _not_ give it anything at all. ",written,33,33,1,8
"The creature, said he, rode on a cock as though it had been a horse, and it made lovely music, but as it certainly could not read he had just written that he would _not_ give it anything at all. ",written,BEFORE,"At this the Princess was quite pleased, and said how cleverly her father had managed, for that of course nothing would induce her to have gone off with Jack my Hedgehog. ",said,33,34,8,1
"At this the Princess was quite pleased, and said how cleverly her father had managed, for that of course nothing would induce her to have gone off with Jack my Hedgehog. ",said,AFTER,"At this the Princess was quite pleased, and said how cleverly her father had managed, for that of course nothing would induce her to have gone off with Jack my Hedgehog. ",managed,34,34,1,3
"At this the Princess was quite pleased, and said how cleverly her father had managed, for that of course nothing would induce her to have gone off with Jack my Hedgehog. ",managed,BEFORE,"At this the Princess was quite pleased, and said how cleverly her father had managed, for that of course nothing would induce her to have gone off with Jack my Hedgehog. ",induce,34,34,3,5
"At this the Princess was quite pleased, and said how cleverly her father had managed, for that of course nothing would induce her to have gone off with Jack my Hedgehog. ",induce,AFTER,"Meantime Jack minded his asses and pigs, sat aloft in his tree, played his bagpipes, and was always merry and cheery. ",minded,34,35,5,0
"Meantime Jack minded his asses and pigs, sat aloft in his tree, played his bagpipes, and was always merry and cheery. ",minded,BEFORE,"Meantime Jack minded his asses and pigs, sat aloft in his tree, played his bagpipes, and was always merry and cheery. ",sat,35,35,0,1
"Meantime Jack minded his asses and pigs, sat aloft in his tree, played his bagpipes, and was always merry and cheery. ",sat,BEFORE,"Meantime Jack minded his asses and pigs, sat aloft in his tree, played his bagpipes, and was always merry and cheery. ",played,35,35,1,2
"Meantime Jack minded his asses and pigs, sat aloft in his tree, played his bagpipes, and was always merry and cheery. ",played,BEFORE,"After a time it so happened that another King, having lost his way, passed by with his servants and escort, wondering how he could find his way home, for the forest was very vast. ",lost,35,36,2,2
"After a time it so happened that another King, having lost his way, passed by with his servants and escort, wondering how he could find his way home, for the forest was very vast. ",lost,BEFORE,"After a time it so happened that another King, having lost his way, passed by with his servants and escort, wondering how he could find his way home, for the forest was very vast. ",wondering,36,36,2,5
"After a time it so happened that another King, having lost his way, passed by with his servants and escort, wondering how he could find his way home, for the forest was very vast. ",wondering,BEFORE,"After a time it so happened that another King, having lost his way, passed by with his servants and escort, wondering how he could find his way home, for the forest was very vast. ",find,36,36,5,7
"After a time it so happened that another King, having lost his way, passed by with his servants and escort, wondering how he could find his way home, for the forest was very vast. ",find,AFTER,"He too heard the music, and told one of his men to find out whence it came. ",heard,36,37,7,0
"He too heard the music, and told one of his men to find out whence it came. ",heard,BEFORE,"He too heard the music, and told one of his men to find out whence it came. ",told,37,37,0,1
"He too heard the music, and told one of his men to find out whence it came. ",told,BEFORE,"The man came under the tree, and looking up to the top there he saw Jack my Hedgehog astride on the cock. ",came,37,38,1,0
"The man came under the tree, and looking up to the top there he saw Jack my Hedgehog astride on the cock. ",came,BEFORE,"The man came under the tree, and looking up to the top there he saw Jack my Hedgehog astride on the cock. ",looking,38,38,0,1
"The man came under the tree, and looking up to the top there he saw Jack my Hedgehog astride on the cock. ",looking,BEFORE,"The man came under the tree, and looking up to the top there he saw Jack my Hedgehog astride on the cock. ",saw,38,38,1,2
"The man came under the tree, and looking up to the top there he saw Jack my Hedgehog astride on the cock. ",saw,BEFORE,The servant asked Jack what he was doing up there. ,asked,38,39,2,0
The servant asked Jack what he was doing up there. ,asked,AFTER,The servant asked Jack what he was doing up there. ,doing,39,39,0,2
The servant asked Jack what he was doing up there. ,doing,AFTER,'I'm minding my pigs and donkeys; ,minding,39,40,2,1
'I'm minding my pigs and donkeys; ,minding,BEFORE, but what do you want?' ,want,40,41,1,1
 but what do you want?' ,want,BEFORE,"Then the servant told him they had lost their way, and wanted some one to show it them. ",told,41,43,1,0
"Then the servant told him they had lost their way, and wanted some one to show it them. ",told,BEFORE,"Then the servant told him they had lost their way, and wanted some one to show it them. ",wanted,43,43,0,3
"Then the servant told him they had lost their way, and wanted some one to show it them. ",wanted,BEFORE,"Then the servant told him they had lost their way, and wanted some one to show it them. ",show,43,43,3,4
"Then the servant told him they had lost their way, and wanted some one to show it them. ",show,BEFORE,"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",told,43,44,4,1
"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",told,BEFORE,"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",show,44,44,1,3
"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",show,BEFORE,"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",promise,44,44,3,5
"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",promise,BEFORE,"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",give,44,44,5,6
"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",give,AFTER,"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",met,44,44,6,7
"Down came Jack my Hedgehog with his cock, and told the old King he would show him the right way if he would solemnly promise to give him the first thing he met in front of his royal castle. ",met,BEFORE,"The King said 'Yes,' and gave Jack a written promise to that effect. ",said,44,45,7,0
"The King said 'Yes,' and gave Jack a written promise to that effect. ",said,BEFORE,"The King said 'Yes,' and gave Jack a written promise to that effect. ",gave,45,45,0,1
"The King said 'Yes,' and gave Jack a written promise to that effect. ",gave,BEFORE,"Then Jack rode on in front pointing out the way, and the King reached his own country in safety. ",rode,45,46,1,0
"Then Jack rode on in front pointing out the way, and the King reached his own country in safety. ",rode,BEFORE,"Then Jack rode on in front pointing out the way, and the King reached his own country in safety. ",reached,46,46,0,2
"Then Jack rode on in front pointing out the way, and the King reached his own country in safety. ",reached,BEFORE,"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",had,46,47,2,0
"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",had,BEFORE,"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",meet,47,47,0,3
"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",meet,BEFORE,"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",threw,47,47,3,4
"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",threw,BEFORE,"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",kissed,47,47,4,6
"Now he had an only daughter who was extremely beautiful, and who, delighted at her father's return, ran to meet him, threw her arms round his neck and kissed him heartily. ",kissed,BEFORE,"Then she asked where he had been wandering so long, and he told her how he had lost his way and might never have reached home at all but for a strange creature, half-man, half-hedgehog, which rode a cock and sat up in a tree making lovely music, and which had shown him the right way. ",asked,47,48,6,0
"Then she asked where he had been wandering so long, and he told her how he had lost his way and might never have reached home at all but for a strange creature, half-man, half-hedgehog, which rode a cock and sat up in a tree making lovely music, and which had shown him the right way. ",asked,AFTER,"Then she asked where he had been wandering so long, and he told her how he had lost his way and might never have reached home at all but for a strange creature, half-man, half-hedgehog, which rode a cock and sat up in a tree making lovely music, and which had shown him the right way. ",wandering,48,48,0,3
"Then she asked where he had been wandering so long, and he told her how he had lost his way and might never have reached home at all but for a strange creature, half-man, half-hedgehog, which rode a cock and sat up in a tree making lovely music, and which had shown him the right way. ",wandering,BEFORE,"Then she asked where he had been wandering so long, and he told her how he had lost his way and might never have reached home at all but for a strange creature, half-man, half-hedgehog, which rode a cock and sat up in a tree making lovely music, and which had shown him the right way. ",told,48,48,3,4
"Then she asked where he had been wandering so long, and he told her how he had lost his way and might never have reached home at all but for a strange creature, half-man, half-hedgehog, which rode a cock and sat up in a tree making lovely music, and which had shown him the right way. ",told,AFTER,"Then she asked where he had been wandering so long, and he told her how he had lost his way and might never have reached home at all but for a strange creature, half-man, half-hedgehog, which rode a cock and sat up in a tree making lovely music, and which had shown him the right way. ",lost,48,48,4,6
