sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"'Well, I suppose you must have your joke,' answered the fox lightly, but never removing her eye from the wolf, who replied with a snarl which showed all his teeth: 'I don't want to joke, but to eat!' ",suppose,BEFORE,"'Well, I suppose you must have your joke,' answered the fox lightly, but never removing her eye from the wolf, who replied with a snarl which showed all his teeth: 'I don't want to joke, but to eat!' ",answered,38,38,0,3
"'Well, I suppose you must have your joke,' answered the fox lightly, but never removing her eye from the wolf, who replied with a snarl which showed all his teeth: 'I don't want to joke, but to eat!' ",answered,BEFORE,"'Well, I suppose you must have your joke,' answered the fox lightly, but never removing her eye from the wolf, who replied with a snarl which showed all his teeth: 'I don't want to joke, but to eat!' ",removing,38,38,3,4
"'Well, I suppose you must have your joke,' answered the fox lightly, but never removing her eye from the wolf, who replied with a snarl which showed all his teeth: 'I don't want to joke, but to eat!' ",removing,BEFORE,'But surely a person of your talents must perceive that you might eat me to the very last morsel and never know that you had swallowed anything at all!' ,perceive,38,39,4,1
'But surely a person of your talents must perceive that you might eat me to the very last morsel and never know that you had swallowed anything at all!' ,perceive,BEFORE,"'In this world the cleverest people are always the hungriest,' replied the wolf. ",replied,39,40,1,1
"'In this world the cleverest people are always the hungriest,' replied the wolf. ",replied,AFTER," 'let us get to the point, and the point is that I want to eat you and not talk to you.' ",want,40,44,1,3
" 'let us get to the point, and the point is that I want to eat you and not talk to you.' ",want,BEFORE," 'let us get to the point, and the point is that I want to eat you and not talk to you.' ",eat,44,44,3,4
" 'let us get to the point, and the point is that I want to eat you and not talk to you.' ",eat,BEFORE," 'let us get to the point, and the point is that I want to eat you and not talk to you.' ",talk,44,44,4,5
" 'let us get to the point, and the point is that I want to eat you and not talk to you.' ",talk,BEFORE,"'I am dying of hunger,' answered the wolf, doggedly; ",dying,44,47,5,1
"'I am dying of hunger,' answered the wolf, doggedly; ",dying,BEFORE,"'I am dying of hunger,' answered the wolf, doggedly; ",answered,47,47,1,2
"'I am dying of hunger,' answered the wolf, doggedly; ",answered,BEFORE," 'and you know,' he added with a grin, 'that charity begins at home.' ",know,47,48,2,0
" 'and you know,' he added with a grin, 'that charity begins at home.' ",know,BEFORE," 'and you know,' he added with a grin, 'that charity begins at home.' ",added,48,48,0,1
" 'and you know,' he added with a grin, 'that charity begins at home.' ",added,BEFORE,"'Quite so,' replied the fox; ",replied,48,49,1,0
"'Quite so,' replied the fox; ",replied,BEFORE, 'it would be unreasonable of me to object to your satisfying your appetite at my expense. ,object,49,50,0,2
 'it would be unreasonable of me to object to your satisfying your appetite at my expense. ,object,AFTER, 'it would be unreasonable of me to object to your satisfying your appetite at my expense. ,satisfying,50,50,2,3
 'it would be unreasonable of me to object to your satisfying your appetite at my expense. ,satisfying,BEFORE,"But if the fox resigns herself to the sacrifice, the mother offers you one last request.' ",resigns,50,51,3,0
"But if the fox resigns herself to the sacrifice, the mother offers you one last request.' ",resigns,BEFORE,"But if the fox resigns herself to the sacrifice, the mother offers you one last request.' ",offers,51,51,0,1
"But if the fox resigns herself to the sacrifice, the mother offers you one last request.' ",offers,BEFORE,"'Then be quick and don't waste my time, for I can't wait much longer. ",waste,51,52,1,2
"'Then be quick and don't waste my time, for I can't wait much longer. ",waste,BEFORE,"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",know,52,54,2,1
"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",know,BEFORE,"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",said,54,54,1,2
"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",said,AFTER,"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",makes,54,54,2,4
"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",makes,BEFORE,"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",keeps,54,54,4,7
"'You must know,' said the fox, 'that in this village there is a rich man who makes in the summer enough cheeses to last him for the whole year, and keeps them in an old well, now dry, in his courtyard. ",keeps,BEFORE,"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",crept,54,56,7,1
"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",crept,BEFORE,"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",lowered,56,56,1,3
"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",lowered,BEFORE,"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",bringing,56,56,3,4
"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",bringing,BEFORE,"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",feed,56,56,4,5
"For many nights I have crept down to the palace, and have lowered myself in the bucket, bringing home with me enough cheese to feed the children. ",feed,BEFORE,"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",beg,56,57,5,0
"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",beg,AFTER,"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",hunting,57,57,0,3
"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",hunting,BEFORE,"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",make,57,57,3,5
"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",make,BEFORE,"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",die,57,57,5,6
"All I beg of you is to come with me, and, instead of hunting chickens and such things, I will make a good meal off cheese before I die.' ",die,BEFORE,laughed the fox. ,laughed,57,60,6,0
laughed the fox. ,laughed,BEFORE,"'And even if they were finished, there would always be ME to eat.' ",eat,60,61,0,4
"'And even if they were finished, there would always be ME to eat.' ",eat,BEFORE,"'Well, I will come. ",come,61,62,4,1
"'Well, I will come. ",come,AFTER,"Lead the way, but I warn you that if you try to escape or play any tricks you are reckoning without your host-that is to say, without my legs, which are as long as yours!' ",warn,62,63,1,1
"Lead the way, but I warn you that if you try to escape or play any tricks you are reckoning without your host-that is to say, without my legs, which are as long as yours!' ",warn,AFTER,"The wolf and the fox crept softly along, when suddenly they stopped and looked at each other; ",crept,63,65,1,0
"The wolf and the fox crept softly along, when suddenly they stopped and looked at each other; ",crept,BEFORE,"The wolf and the fox crept softly along, when suddenly they stopped and looked at each other; ",stopped,65,65,0,1
"The wolf and the fox crept softly along, when suddenly they stopped and looked at each other; ",stopped,BEFORE,"The wolf and the fox crept softly along, when suddenly they stopped and looked at each other; ",looked,65,65,1,2
"The wolf and the fox crept softly along, when suddenly they stopped and looked at each other; ",looked,BEFORE,"'Is it safe to go on, think you?' ",think,65,67,2,2
"'Is it safe to go on, think you?' ",think,BEFORE,asked the wolf in a whisper. ,asked,67,68,2,0
asked the wolf in a whisper. ,asked,BEFORE,And the fox shook her head. ,shook,68,69,0,0
And the fox shook her head. ,shook,BEFORE,"'Not while the dogs are barking,' said she; ",said,69,70,0,2
"'Not while the dogs are barking,' said she; ",said,BEFORE, 'someone might come out to see if anything was the matter.' ,see,70,71,2,2
 'someone might come out to see if anything was the matter.' ,see,AFTER,And she signed to the wolf to curl himself up in the shadow beside her. ,signed,71,72,2,0
And she signed to the wolf to curl himself up in the shadow beside her. ,signed,BEFORE,And she signed to the wolf to curl himself up in the shadow beside her. ,curl,72,72,0,1
And she signed to the wolf to curl himself up in the shadow beside her. ,curl,BEFORE,"Then the wolf and the fox jumped up, and hastened to the foot of the wall. ",hastened,72,74,1,1
"Then the wolf and the fox jumped up, and hastened to the foot of the wall. ",hastened,BEFORE,"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",thought,74,75,1,2
"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",thought,BEFORE,"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",make,75,75,2,3
"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",make,BEFORE,"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",get,75,75,3,5
"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",get,BEFORE,"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",jump,75,75,5,6
"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",jump,BEFORE,"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",manages,75,75,6,7
"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",manages,BEFORE,"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",spring,75,75,7,8
"'I am lighter than he is,' thought the fox to herself, 'and perhaps if I make haste I can get a start, and jump over the wall on the other side before he manages to spring over this one.' ",spring,BEFORE,And she quickened her pace. ,quickened,75,76,8,0
And she quickened her pace. ,quickened,AFTER,"But if the wolf could not run he could jump, and with one bound he was beside his companion. ",jump,76,77,0,3
"But if the wolf could not run he could jump, and with one bound he was beside his companion. ",jump,BEFORE,"'What were you going to do, comrade?' ",do,77,78,3,2
"'What were you going to do, comrade?' ",do,BEFORE,"'Oh, nothing,' replied the fox, much vexed at the failure of her plan. ",replied,78,79,2,0
"'Oh, nothing,' replied the fox, much vexed at the failure of her plan. ",replied,BEFORE,"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",think,79,80,0,0
"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",think,BEFORE,"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",take,80,80,0,2
"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",take,BEFORE,"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",jump,80,80,2,4
"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",jump,BEFORE,"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",said,80,80,4,5
"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",said,AFTER,"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",giving,80,80,5,6
"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",giving,BEFORE,"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",spoke,80,80,6,7
"'I think if I were to take a bit out of your haunch you would jump better,' said the wolf, giving a snap at her as he spoke. ",spoke,BEFORE,"'Be careful, or I shall scream,' she snarled. ",scream,80,82,7,2
"'Be careful, or I shall scream,' she snarled. ",scream,AFTER,"'Be careful, or I shall scream,' she snarled. ",snarled,82,82,2,3
"'Be careful, or I shall scream,' she snarled. ",snarled,BEFORE,"And the wolf, understanding all that might happen if the fox carried out her threat, gave a signal to his companion to leap on the wall, where he immediately followed her. ",understanding,82,83,3,0
"And the wolf, understanding all that might happen if the fox carried out her threat, gave a signal to his companion to leap on the wall, where he immediately followed her. ",understanding,BEFORE,"And the wolf, understanding all that might happen if the fox carried out her threat, gave a signal to his companion to leap on the wall, where he immediately followed her. ",gave,83,83,0,4
"And the wolf, understanding all that might happen if the fox carried out her threat, gave a signal to his companion to leap on the wall, where he immediately followed her. ",gave,BEFORE,"And the wolf, understanding all that might happen if the fox carried out her threat, gave a signal to his companion to leap on the wall, where he immediately followed her. ",followed,83,83,4,6
"And the wolf, understanding all that might happen if the fox carried out her threat, gave a signal to his companion to leap on the wall, where he immediately followed her. ",followed,AFTER,"Not a creature was to be seen in the courtyard, and in the furthest corner from the house stood the well, with its two buckets suspended from a pole, just as the fox had described it. ",described,83,85,6,6
"Not a creature was to be seen in the courtyard, and in the furthest corner from the house stood the well, with its two buckets suspended from a pole, just as the fox had described it. ",described,BEFORE,"The two thieves dragged themselves noiselessly along the wall till they were opposite the well, and by stretching out her neck as far as it would go the fox was able to make out that there was only very little water in the bottom, but just enough to reflect the moon, big, and round and yellow. ",dragged,85,86,6,0
"The two thieves dragged themselves noiselessly along the wall till they were opposite the well, and by stretching out her neck as far as it would go the fox was able to make out that there was only very little water in the bottom, but just enough to reflect the moon, big, and round and yellow. ",dragged,BEFORE,"The two thieves dragged themselves noiselessly along the wall till they were opposite the well, and by stretching out her neck as far as it would go the fox was able to make out that there was only very little water in the bottom, but just enough to reflect the moon, big, and round and yellow. ",stretching,86,86,0,2
"The two thieves dragged themselves noiselessly along the wall till they were opposite the well, and by stretching out her neck as far as it would go the fox was able to make out that there was only very little water in the bottom, but just enough to reflect the moon, big, and round and yellow. ",stretching,BEFORE,cried she to the wolf. ,cried,86,88,2,0
cried she to the wolf. ,cried,AFTER,did you ever see anything so beautiful!' ,see,88,92,0,1
did you ever see anything so beautiful!' ,see,BEFORE,"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",answered,92,94,1,0
"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",answered,BEFORE,"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",peering,94,94,0,1
"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",peering,BEFORE,"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",glistening,94,94,1,2
"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",glistening,AFTER,"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",imagined,94,94,2,3
"answered the wolf, peering over in his turn, his eyes glistening greedily, for he imagined that the moon's reflection in the water was really a cheese. ",imagined,BEFORE,"'And now, unbeliever, what have you to say?' ",say,94,95,3,1
"'And now, unbeliever, what have you to say?' ",say,AFTER,and the fox laughed gently. ,laughed,95,96,1,0
and the fox laughed gently. ,laughed,BEFORE,"'That you are a woman-I mean a fox-of your word,' replied the wolf. ",mean,96,97,0,1
"'That you are a woman-I mean a fox-of your word,' replied the wolf. ",mean,BEFORE,"'That you are a woman-I mean a fox-of your word,' replied the wolf. ",replied,97,97,1,2
"'That you are a woman-I mean a fox-of your word,' replied the wolf. ",replied,BEFORE,"'Well, then, go down in that bucket and eat your fill,' said the fox. ",eat,97,98,2,1
"'Well, then, go down in that bucket and eat your fill,' said the fox. ",eat,BEFORE,"'Well, then, go down in that bucket and eat your fill,' said the fox. ",said,98,98,1,2
"'Well, then, go down in that bucket and eat your fill,' said the fox. ",said,BEFORE,"asked the wolf, with a grin. ",asked,98,100,2,0
"asked the wolf, with a grin. ",asked,BEFORE,And if you don't go down your head will go without you!' ,go,100,104,0,3
And if you don't go down your head will go without you!' ,go,BEFORE,"'Of course I will go down, with the greatest pleasure,' answered the fox, who had expected the wolf's reply. ",go,104,105,3,1
"'Of course I will go down, with the greatest pleasure,' answered the fox, who had expected the wolf's reply. ",go,AFTER,"'Of course I will go down, with the greatest pleasure,' answered the fox, who had expected the wolf's reply. ",answered,105,105,1,2
"'Of course I will go down, with the greatest pleasure,' answered the fox, who had expected the wolf's reply. ",answered,AFTER,"'Of course I will go down, with the greatest pleasure,' answered the fox, who had expected the wolf's reply. ",expected,105,105,2,4
"'Of course I will go down, with the greatest pleasure,' answered the fox, who had expected the wolf's reply. ",expected,BEFORE,"'And be sure you don't eat all the cheese, or it will be the worse for you,' continued the wolf. ",eat,105,106,4,2
"'And be sure you don't eat all the cheese, or it will be the worse for you,' continued the wolf. ",eat,BEFORE,"'And be sure you don't eat all the cheese, or it will be the worse for you,' continued the wolf. ",continued,106,106,2,5
"'And be sure you don't eat all the cheese, or it will be the worse for you,' continued the wolf. ",continued,BEFORE,But the fox looked up at him with tears in her eyes. ,looked,106,107,5,0
But the fox looked up at him with tears in her eyes. ,looked,BEFORE,she said sadly. ,said,107,109,0,0
she said sadly. ,said,AFTER,"In an instant she had reached the bottom of the well, and found that the water was not deep enough to cover her legs. ",reached,109,111,0,1
"In an instant she had reached the bottom of the well, and found that the water was not deep enough to cover her legs. ",reached,BEFORE,"In an instant she had reached the bottom of the well, and found that the water was not deep enough to cover her legs. ",found,111,111,1,2
"In an instant she had reached the bottom of the well, and found that the water was not deep enough to cover her legs. ",found,AFTER,"In an instant she had reached the bottom of the well, and found that the water was not deep enough to cover her legs. ",cover,111,111,2,4
"In an instant she had reached the bottom of the well, and found that the water was not deep enough to cover her legs. ",cover,AFTER,"'Why, it is larger and richer than I thought,' cried she, turning towards the wolf, who was leaning over the wall of the well. ",thought,111,112,4,1
"'Why, it is larger and richer than I thought,' cried she, turning towards the wolf, who was leaning over the wall of the well. ",thought,BEFORE,"'Why, it is larger and richer than I thought,' cried she, turning towards the wolf, who was leaning over the wall of the well. ",cried,112,112,1,2
"'Why, it is larger and richer than I thought,' cried she, turning towards the wolf, who was leaning over the wall of the well. ",cried,BEFORE,"'Then be quick and bring it up,' commanded the wolf. ",commanded,112,113,2,2
"'Then be quick and bring it up,' commanded the wolf. ",commanded,BEFORE,asked the fox. ,asked,113,115,2,0
asked the fox. ,asked,BEFORE,"'If it is so heavy bring it in two bits, of course,' said he. ",said,115,116,0,2
"'If it is so heavy bring it in two bits, of course,' said he. ",said,AFTER,"'But I have no knife,' answered the fox. ",have,116,117,2,0
"'But I have no knife,' answered the fox. ",have,BEFORE,"'But I have no knife,' answered the fox. ",answered,117,117,0,1
"'But I have no knife,' answered the fox. ",answered,AFTER,inquired the wolf. ,inquired,117,120,1,0
inquired the wolf. ,inquired,BEFORE,Get into the other bucket that is nearly over your head.' ,Get,120,122,0,0
Get into the other bucket that is nearly over your head.' ,Get,AFTER,"The wolf looked up, and saw the bucket hanging there, and with some difficulty he climbed into it. ",looked,122,123,0,0
"The wolf looked up, and saw the bucket hanging there, and with some difficulty he climbed into it. ",looked,BEFORE,"The wolf looked up, and saw the bucket hanging there, and with some difficulty he climbed into it. ",saw,123,123,0,1
"The wolf looked up, and saw the bucket hanging there, and with some difficulty he climbed into it. ",saw,BEFORE,"The wolf looked up, and saw the bucket hanging there, and with some difficulty he climbed into it. ",climbed,123,123,1,3
"The wolf looked up, and saw the bucket hanging there, and with some difficulty he climbed into it. ",climbed,BEFORE,"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",understood,123,125,3,0
"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",understood,BEFORE,"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",began,125,125,0,3
"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",began,BEFORE,"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",speak,125,125,3,4
"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",speak,BEFORE,"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",remembered,125,125,4,6
"As soon as he understood what was happening, the wolf began to speak like an angry wolf, but was a little comforted when he remembered that the cheese still remained to him. ",remembered,BEFORE,"he asked of the fox, who in her turn was leaning over the parapet watching his proceedings with a smile. ",asked,125,127,6,0
"he asked of the fox, who in her turn was leaning over the parapet watching his proceedings with a smile. ",asked,BEFORE,"he asked of the fox, who in her turn was leaning over the parapet watching his proceedings with a smile. ",watching,127,127,0,3
"he asked of the fox, who in her turn was leaning over the parapet watching his proceedings with a smile. ",watching,BEFORE,answered the fox; ,answered,127,129,3,0
answered the fox; ,answered,AFTER," 'why I am taking it home to my babies, who are too young to get food for themselves.' ",taking,129,130,0,1
" 'why I am taking it home to my babies, who are too young to get food for themselves.' ",taking,AFTER," 'why I am taking it home to my babies, who are too young to get food for themselves.' ",get,130,130,1,3
" 'why I am taking it home to my babies, who are too young to get food for themselves.' ",get,BEFORE,"cried the wolf, howling with rage. ",cried,130,132,3,0
"cried the wolf, howling with rage. ",cried,BEFORE,"But the fox was not there to hear this insult, for she had gone off to a neighbouring fowl-house, where she had noticed some fat young chickens the day before. ",hear,132,133,0,1
"But the fox was not there to hear this insult, for she had gone off to a neighbouring fowl-house, where she had noticed some fat young chickens the day before. ",hear,AFTER,"But the fox was not there to hear this insult, for she had gone off to a neighbouring fowl-house, where she had noticed some fat young chickens the day before. ",noticed,133,133,1,6
"But the fox was not there to hear this insult, for she had gone off to a neighbouring fowl-house, where she had noticed some fat young chickens the day before. ",noticed,BEFORE,"'Perhaps I did treat him rather badly,' she said to herself. ",treat,133,134,6,1
"'Perhaps I did treat him rather badly,' she said to herself. ",treat,BEFORE,"'Perhaps I did treat him rather badly,' she said to herself. ",said,134,134,1,2
