sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Then came a man from Canton, Lo-Dsi-Tschun, with his two brothers, who said that his ancestors had been related to the Dragon-King. ",said,AFTER,Hence they were well liked by the dragons and well known to them. ,liked,26,27,1,1
Hence they were well liked by the dragons and well known to them. ,liked,BEFORE,They begged to be entrusted with the message. ,begged,27,28,1,0
They begged to be entrusted with the message. ,begged,BEFORE,"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",asked,28,29,0,0
"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",asked,AFTER,"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",have,29,29,0,1
"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",have,AFTER,"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",compels,29,29,1,2
"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",compels,BEFORE,"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",do,29,29,2,3
"The wise man asked: ""And have you still in your possession the stone which compels the dragons to do your will?"" ",do,BEFORE,"""Yes,"" said they, ""we have brought it along with us."" ",said,29,30,3,0
"""Yes,"" said they, ""we have brought it along with us."" ",said,AFTER,"""Yes,"" said they, ""we have brought it along with us."" ",brought,30,30,0,2
"""Yes,"" said they, ""we have brought it along with us."" ",brought,BEFORE,The wise man had them show him the stone; ,show,30,31,2,1
The wise man had them show him the stone; ,show,BEFORE," then he spoke: ""This stone is only obeyed by the dragons who make clouds and send down the rain. ",spoke,31,32,1,0
" then he spoke: ""This stone is only obeyed by the dragons who make clouds and send down the rain. ",spoke,AFTER," then he spoke: ""This stone is only obeyed by the dragons who make clouds and send down the rain. ",obeyed,32,32,0,2
" then he spoke: ""This stone is only obeyed by the dragons who make clouds and send down the rain. ",obeyed,BEFORE,"It will not do for the dragons who guard the pearls of the sea-king."" ",do,32,33,2,1
"It will not do for the dragons who guard the pearls of the sea-king."" ",do,AFTER,"It will not do for the dragons who guard the pearls of the sea-king."" ",guard,33,33,1,2
"It will not do for the dragons who guard the pearls of the sea-king."" ",guard,BEFORE,"Then he questioned them further: ""Have you the dragon-brain vapor?"" ",questioned,33,34,2,0
"Then he questioned them further: ""Have you the dragon-brain vapor?"" ",questioned,BEFORE,"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",admitted,34,35,0,0
"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",admitted,BEFORE,"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",said,35,35,0,2
"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",said,BEFORE,"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",compel,35,35,2,4
"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",compel,BEFORE,"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",yield,35,35,4,5
"When they admitted that they had not, the wise man said: ""How then will you compel the dragons to yield their treasure?"" ",yield,BEFORE,"And the emperor said: ""What shall we do?"" ",said,35,36,5,0
"And the emperor said: ""What shall we do?"" ",said,BEFORE,"And the emperor said: ""What shall we do?"" ",do,36,36,0,2
"And the emperor said: ""What shall we do?"" ",do,AFTER,"The wise man replied: ""On the Western Ocean sail foreign merchants who deal in dragon-brain vapor. ",replied,36,37,2,0
"The wise man replied: ""On the Western Ocean sail foreign merchants who deal in dragon-brain vapor. ",replied,BEFORE,Some one must go to them and seek it from them. ,seek,37,38,0,2
Some one must go to them and seek it from them. ,seek,AFTER,"I also know a holy man who is an adept in the art of taming dragons, and who has prepared ten pounds of the dragon-stone. ",know,38,39,2,0
"I also know a holy man who is an adept in the art of taming dragons, and who has prepared ten pounds of the dragon-stone. ",know,BEFORE,"Some one should be sent for that as well."" ",sent,39,40,0,2
"Some one should be sent for that as well."" ",sent,AFTER,They met one of the holy man's disciples and obtained two fragments of dragon-stone from him. ,met,40,42,2,0
They met one of the holy man's disciples and obtained two fragments of dragon-stone from him. ,met,BEFORE,They met one of the holy man's disciples and obtained two fragments of dragon-stone from him. ,obtained,42,42,0,1
They met one of the holy man's disciples and obtained two fragments of dragon-stone from him. ,obtained,BEFORE,"Said the wise man: ""That is what we want!"" ",Said,42,43,1,0
"Said the wise man: ""That is what we want!"" ",Said,AFTER,"Said the wise man: ""That is what we want!"" ",want,43,43,0,2
"Said the wise man: ""That is what we want!"" ",want,BEFORE,The emperor felt much pleased and had his jewelers carve two little boxes of the finest jade. ,felt,43,45,2,0
The emperor felt much pleased and had his jewelers carve two little boxes of the finest jade. ,felt,BEFORE,The emperor felt much pleased and had his jewelers carve two little boxes of the finest jade. ,had,45,45,0,1
The emperor felt much pleased and had his jewelers carve two little boxes of the finest jade. ,had,BEFORE,The emperor felt much pleased and had his jewelers carve two little boxes of the finest jade. ,carve,45,45,1,2
The emperor felt much pleased and had his jewelers carve two little boxes of the finest jade. ,carve,BEFORE,"And he had an essence prepared of the very best hollowgreen wood, pasted with sea-fish lime, and hardened in the fire. ",had,45,47,2,0
"And he had an essence prepared of the very best hollowgreen wood, pasted with sea-fish lime, and hardened in the fire. ",had,BEFORE,"Then the bodies and the clothing of the messengers were rubbed with tree-wax, and they were given five hundred roasted swallows to take along with them. ",rubbed,47,49,0,1
"Then the bodies and the clothing of the messengers were rubbed with tree-wax, and they were given five hundred roasted swallows to take along with them. ",rubbed,BEFORE,"Then the bodies and the clothing of the messengers were rubbed with tree-wax, and they were given five hundred roasted swallows to take along with them. ",given,49,49,1,3
"Then the bodies and the clothing of the messengers were rubbed with tree-wax, and they were given five hundred roasted swallows to take along with them. ",given,BEFORE,"When they reached the dragon-castle, the little dragon who guarded the gate smelled the tree-wax, so he crouched down and did them no harm. ",reached,49,51,3,0
"When they reached the dragon-castle, the little dragon who guarded the gate smelled the tree-wax, so he crouched down and did them no harm. ",reached,BEFORE,"When they reached the dragon-castle, the little dragon who guarded the gate smelled the tree-wax, so he crouched down and did them no harm. ",smelled,51,51,0,2
"When they reached the dragon-castle, the little dragon who guarded the gate smelled the tree-wax, so he crouched down and did them no harm. ",smelled,BEFORE,"When they reached the dragon-castle, the little dragon who guarded the gate smelled the tree-wax, so he crouched down and did them no harm. ",did,51,51,2,4
"When they reached the dragon-castle, the little dragon who guarded the gate smelled the tree-wax, so he crouched down and did them no harm. ",did,BEFORE,They gave him a hundred roasted swallows as a bribe to announce them to the daughter of the Dragon-King. ,gave,51,52,4,0
They gave him a hundred roasted swallows as a bribe to announce them to the daughter of the Dragon-King. ,gave,BEFORE,They gave him a hundred roasted swallows as a bribe to announce them to the daughter of the Dragon-King. ,announce,52,52,0,1
They gave him a hundred roasted swallows as a bribe to announce them to the daughter of the Dragon-King. ,announce,BEFORE,"They were admitted to her presence and offered her the jade caskets, the vases and the four hundred roasted swallows as gifts. ",admitted,52,53,1,1
"They were admitted to her presence and offered her the jade caskets, the vases and the four hundred roasted swallows as gifts. ",admitted,BEFORE,"They were admitted to her presence and offered her the jade caskets, the vases and the four hundred roasted swallows as gifts. ",offered,53,53,1,2
"They were admitted to her presence and offered her the jade caskets, the vases and the four hundred roasted swallows as gifts. ",offered,BEFORE,"The dragon's daughter received them graciously, and they unfolded the emperor's letter. ",received,53,54,2,0
"The dragon's daughter received them graciously, and they unfolded the emperor's letter. ",received,BEFORE,"The dragon's daughter received them graciously, and they unfolded the emperor's letter. ",unfolded,54,54,0,1
"The dragon's daughter received them graciously, and they unfolded the emperor's letter. ",unfolded,BEFORE,"He could turn himself into a human being, and could interpret the language of human beings. ",turn,54,56,1,1
"He could turn himself into a human being, and could interpret the language of human beings. ",turn,BEFORE,"He could turn himself into a human being, and could interpret the language of human beings. ",interpret,56,56,1,3
"He could turn himself into a human being, and could interpret the language of human beings. ",interpret,BEFORE,"Through him the dragon's daughter learned that the emperor was sending her the gifts, and she returned them with a gift of three great pearls, seven smaller pearls and a whole bushel of ordinary pearls. ",learned,56,57,3,0
"Through him the dragon's daughter learned that the emperor was sending her the gifts, and she returned them with a gift of three great pearls, seven smaller pearls and a whole bushel of ordinary pearls. ",learned,AFTER,"Through him the dragon's daughter learned that the emperor was sending her the gifts, and she returned them with a gift of three great pearls, seven smaller pearls and a whole bushel of ordinary pearls. ",sending,57,57,0,2
"Through him the dragon's daughter learned that the emperor was sending her the gifts, and she returned them with a gift of three great pearls, seven smaller pearls and a whole bushel of ordinary pearls. ",sending,BEFORE,"Through him the dragon's daughter learned that the emperor was sending her the gifts, and she returned them with a gift of three great pearls, seven smaller pearls and a whole bushel of ordinary pearls. ",returned,57,57,2,3
"Through him the dragon's daughter learned that the emperor was sending her the gifts, and she returned them with a gift of three great pearls, seven smaller pearls and a whole bushel of ordinary pearls. ",returned,BEFORE,"The messengers took leave, rode off with their pearls on a dragon's back, and in a moment they had reached the banks of the Yangtze-kiang. ",reached,57,58,3,3
"The messengers took leave, rode off with their pearls on a dragon's back, and in a moment they had reached the banks of the Yangtze-kiang. ",reached,BEFORE,"They made their way to Nanking, the imperial capital, and there handed over their treasure of gems. ",made,58,59,3,0
"They made their way to Nanking, the imperial capital, and there handed over their treasure of gems. ",made,BEFORE,The emperor was much pleased and showed them to the wise man. ,showed,59,60,0,1
The emperor was much pleased and showed them to the wise man. ,showed,BEFORE,"He said: ""Of the three great pearls one is a divine wishing-pearl of the third class, and two are black dragon-pearls of medium quality. ",said,60,61,1,0
"He said: ""Of the three great pearls one is a divine wishing-pearl of the third class, and two are black dragon-pearls of medium quality. ",said,AFTER,"They do not approach the great pearls in value, and yet few will be found to equal them on earth."" ",approach,61,64,0,1
"They do not approach the great pearls in value, and yet few will be found to equal them on earth."" ",approach,BEFORE,The emperor also showed them to all his servants. ,showed,64,65,1,0
The emperor also showed them to all his servants. ,showed,BEFORE,"They, however, thought the wise man's words all talk, and did not believe what he said. ",thought,65,66,0,0
"They, however, thought the wise man's words all talk, and did not believe what he said. ",thought,AFTER,"They, however, thought the wise man's words all talk, and did not believe what he said. ",talk,66,66,0,1
"They, however, thought the wise man's words all talk, and did not believe what he said. ",talk,BEFORE,"They, however, thought the wise man's words all talk, and did not believe what he said. ",believe,66,66,1,3
"They, however, thought the wise man's words all talk, and did not believe what he said. ",believe,BEFORE,"They, however, thought the wise man's words all talk, and did not believe what he said. ",said,66,66,3,4
"They, however, thought the wise man's words all talk, and did not believe what he said. ",said,BEFORE,"Then the wise man said: ""The radiance of wishing-pearls of the first class is visible for forty miles, that of the second class for twenty miles, and that of the third for ten miles. ",said,66,67,4,0
"Then the wise man said: ""The radiance of wishing-pearls of the first class is visible for forty miles, that of the second class for twenty miles, and that of the third for ten miles. ",said,BEFORE,"Some one asked how the serpent and sea-crane pearls could be told apart, and the wise man answered: ""The animals themselves recognize them."" ",asked,67,75,0,0
"Some one asked how the serpent and sea-crane pearls could be told apart, and the wise man answered: ""The animals themselves recognize them."" ",asked,BEFORE,"Some one asked how the serpent and sea-crane pearls could be told apart, and the wise man answered: ""The animals themselves recognize them."" ",answered,75,75,0,4
"Some one asked how the serpent and sea-crane pearls could be told apart, and the wise man answered: ""The animals themselves recognize them."" ",answered,AFTER,"Some one asked how the serpent and sea-crane pearls could be told apart, and the wise man answered: ""The animals themselves recognize them."" ",recognize,75,75,4,5
"Some one asked how the serpent and sea-crane pearls could be told apart, and the wise man answered: ""The animals themselves recognize them."" ",recognize,BEFORE,"Then the emperor selected a serpent-pearl and a sea-crane pearl, put them together with a whole bushel of ordinary pearls, and poured the lot out in the courtyard. ",put,75,76,5,1
"Then the emperor selected a serpent-pearl and a sea-crane pearl, put them together with a whole bushel of ordinary pearls, and poured the lot out in the courtyard. ",put,BEFORE,"Then the emperor selected a serpent-pearl and a sea-crane pearl, put them together with a whole bushel of ordinary pearls, and poured the lot out in the courtyard. ",poured,76,76,1,2
"Then the emperor selected a serpent-pearl and a sea-crane pearl, put them together with a whole bushel of ordinary pearls, and poured the lot out in the courtyard. ",poured,BEFORE,At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,began,76,78,2,1
At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,began,BEFORE,At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,dance,78,78,1,2
At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,dance,BEFORE,At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,sing,78,78,2,3
At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,sing,BEFORE,At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,flutter,78,78,3,4
At once the crane took up a sea-crane pearl in his bill and began to dance and sing and flutter around. ,flutter,BEFORE,"But the serpent snatched at the serpent-pearl, and wound himself about it in many coils. ",wound,78,79,4,1
"But the serpent snatched at the serpent-pearl, and wound himself about it in many coils. ",wound,BEFORE,And when the people saw this they acknowledged the truth of the wise man's words. ,saw,79,80,1,0
And when the people saw this they acknowledged the truth of the wise man's words. ,saw,BEFORE,And when the people saw this they acknowledged the truth of the wise man's words. ,acknowledged,80,80,0,1
And when the people saw this they acknowledged the truth of the wise man's words. ,acknowledged,BEFORE,"As regards the radiance of the larger and smaller pearls it turned out, too, just as the wise man had said. ",said,80,81,1,3
"As regards the radiance of the larger and smaller pearls it turned out, too, just as the wise man had said. ",said,AFTER,"In the dragon-castle the messengers had enjoyed dainty fare, which tasted like flowers, herbs, ointment and sugar. ",enjoyed,81,82,3,1
"In the dragon-castle the messengers had enjoyed dainty fare, which tasted like flowers, herbs, ointment and sugar. ",enjoyed,BEFORE,They had brought a remnant of it with them to the capital; ,brought,82,83,1,1
They had brought a remnant of it with them to the capital; ,brought,BEFORE,The emperor commanded that these fragments be preserved in the treasury. ,commanded,83,85,1,0
The emperor commanded that these fragments be preserved in the treasury. ,commanded,BEFORE,"Then he bestowed high rank and titles on the three brothers, and made each one of them a present of a thousand rolls of fine silk stuff. ",bestowed,85,86,0,0
"Then he bestowed high rank and titles on the three brothers, and made each one of them a present of a thousand rolls of fine silk stuff. ",bestowed,BEFORE,"Then he bestowed high rank and titles on the three brothers, and made each one of them a present of a thousand rolls of fine silk stuff. ",made,86,86,0,1
"Then he bestowed high rank and titles on the three brothers, and made each one of them a present of a thousand rolls of fine silk stuff. ",made,BEFORE,"He also had investigated why it was that the fisherman, when he chanced upon the cave, had not been destroyed by the dragons. ",investigated,86,87,1,1
"He also had investigated why it was that the fisherman, when he chanced upon the cave, had not been destroyed by the dragons. ",investigated,AFTER,"He also had investigated why it was that the fisherman, when he chanced upon the cave, had not been destroyed by the dragons. ",chanced,87,87,1,3
"He also had investigated why it was that the fisherman, when he chanced upon the cave, had not been destroyed by the dragons. ",chanced,BEFORE,"He also had investigated why it was that the fisherman, when he chanced upon the cave, had not been destroyed by the dragons. ",destroyed,87,87,3,6
"He also had investigated why it was that the fisherman, when he chanced upon the cave, had not been destroyed by the dragons. ",destroyed,AFTER,And it turned out that his fishing clothes had been soaked in oil and tree-wax. ,soaked,87,88,6,3
