sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
" at the same moment the fire lighted itself, and the pretty, soft, clever hands took off the Prince's wet, muddy clothes, and presented him with fresh ones made of the richest stuffs, all embroidered with gold and emeralds. ",presented,BEFORE,"He could not help admiring everything he saw, and the deft way in which the hands waited on him, though they sometimes appeared so suddenly that they made him jump. ",saw,33,34,2,3
"He could not help admiring everything he saw, and the deft way in which the hands waited on him, though they sometimes appeared so suddenly that they made him jump. ",saw,BEFORE,"When he was quite ready-and I can assure you that he looked very different from the wet and weary Prince who had stood outside in the rain, and pulled the deer's foot-the hands led him to a splendid room, upon the walls of which were painted the histories of Puss in Boots and a number of other famous cats. ",looked,34,35,3,3
"When he was quite ready-and I can assure you that he looked very different from the wet and weary Prince who had stood outside in the rain, and pulled the deer's foot-the hands led him to a splendid room, upon the walls of which were painted the histories of Puss in Boots and a number of other famous cats. ",looked,AFTER,"The Prince was wondering who the second place could be for, when suddenly in came about a dozen cats carrying guitars and rolls of music, who took their places at one end of the room, and under the direction of a cat who beat time with a roll of paper began to mew in every imaginable key, and to draw their claws across the strings of the guitars, making the strangest kind of music that could be heard. ",carrying,35,37,3,5
"The Prince was wondering who the second place could be for, when suddenly in came about a dozen cats carrying guitars and rolls of music, who took their places at one end of the room, and under the direction of a cat who beat time with a roll of paper began to mew in every imaginable key, and to draw their claws across the strings of the guitars, making the strangest kind of music that could be heard. ",carrying,BEFORE,"The Prince hastily stopped up his ears, but even then the sight of these comical musicians sent him into fits of laughter. ",sent,37,38,5,1
"The Prince hastily stopped up his ears, but even then the sight of these comical musicians sent him into fits of laughter. ",sent,BEFORE,"""What funny thing shall I see next?"" ",see,38,39,1,1
"""What funny thing shall I see next?"" ",see,BEFORE,"he said to himself, and instantly the door opened, and in came a tiny figure covered by a long black veil. ",came,39,40,1,2
"he said to himself, and instantly the door opened, and in came a tiny figure covered by a long black veil. ",came,BEFORE,"The Prince was so much astonished that he thought he must be dreaming, but the little figure came up to him and threw back its veil, and he saw that it was the loveliest little white cat it is possible to imagine. ",saw,40,42,2,8
"The Prince was so much astonished that he thought he must be dreaming, but the little figure came up to him and threw back its veil, and he saw that it was the loveliest little white cat it is possible to imagine. ",saw,BEFORE,"She looked very young and very sad, and in a sweet little voice that went straight to his heart she said to the Prince: ""King's son, you are welcome; ",said,42,43,8,2
"She looked very young and very sad, and in a sweet little voice that went straight to his heart she said to the Prince: ""King's son, you are welcome; ",said,BEFORE," the Queen of the Cats is glad to see you."" ",see,43,44,2,1
" the Queen of the Cats is glad to see you."" ",see,AFTER,"""Lady Cat,"" replied the Prince, ""I thank you for receiving me so kindly, but surely you are no ordinary pussy-cat? ",receiving,44,45,1,2
"""Lady Cat,"" replied the Prince, ""I thank you for receiving me so kindly, but surely you are no ordinary pussy-cat? ",receiving,BEFORE,"Indeed, the way you speak and the magnificence of your castle prove it plainly."" ",speak,45,46,2,0
"Indeed, the way you speak and the magnificence of your castle prove it plainly."" ",speak,BEFORE,"""King's son,"" said the White Cat, ""I beg you to spare me these compliments, for I am not used to them. ",beg,46,47,0,1
"""King's son,"" said the White Cat, ""I beg you to spare me these compliments, for I am not used to them. ",beg,BEFORE,"But now,"" she added, ""let supper be served, and let the musicians be silent, as the Prince does not understand what they are saying."" ",saying,47,48,1,9
"But now,"" she added, ""let supper be served, and let the musicians be silent, as the Prince does not understand what they are saying."" ",saying,BEFORE,"So the mysterious hands began to bring in the supper, and first they put on the table two dishes, one containing stewed pigeons and the other a fricassee of fat mice. ",began,48,49,9,0
"So the mysterious hands began to bring in the supper, and first they put on the table two dishes, one containing stewed pigeons and the other a fricassee of fat mice. ",began,BEFORE,The sight of the latter made the Prince feel as if he could not enjoy his supper at all; ,feel,49,50,0,1
The sight of the latter made the Prince feel as if he could not enjoy his supper at all; ,feel,AFTER," but the White Cat, seeing this, assured him that the dishes intended for him were prepared in a separate kitchen, and he might be quite certain that they contained neither rats nor mice; ",prepared,50,51,1,4
" but the White Cat, seeing this, assured him that the dishes intended for him were prepared in a separate kitchen, and he might be quite certain that they contained neither rats nor mice; ",prepared,BEFORE, and the Prince felt so sure that she would not deceive him that he had no more hesitation in beginning. ,felt,51,52,4,0
 and the Prince felt so sure that she would not deceive him that he had no more hesitation in beginning. ,felt,BEFORE,"Presently he noticed that on the little paw that was next him the White Cat wore a bracelet containing a portrait, and he begged to be allowed to look at it. ",begged,52,53,0,4
"Presently he noticed that on the little paw that was next him the White Cat wore a bracelet containing a portrait, and he begged to be allowed to look at it. ",begged,BEFORE,"To his great surprise he found it represented an extremely handsome young man, who was so like himself that it might have been his own portrait! ",found,53,54,4,0
"To his great surprise he found it represented an extremely handsome young man, who was so like himself that it might have been his own portrait! ",found,BEFORE,"The White Cat sighed as he looked at it, and seemed sadder than ever, and the Prince dared not ask any questions for fear of displeasing her; ",looked,54,55,0,1
"The White Cat sighed as he looked at it, and seemed sadder than ever, and the Prince dared not ask any questions for fear of displeasing her; ",looked,BEFORE," so he began to talk about other things, and found that she was interested in all the subjects he cared for himself, and seemed to know quite well what was going on in the world. ",began,55,56,1,0
" so he began to talk about other things, and found that she was interested in all the subjects he cared for himself, and seemed to know quite well what was going on in the world. ",began,BEFORE,"After supper they went into another room, which was fitted up as a theatre, and the cats acted and danced for their amusement, and then the White Cat said good-night to him, and the hands conducted him into a room he had not seen before, hung with tapestry worked with butterflies' wings of every color; ",conducted,56,57,0,6
"After supper they went into another room, which was fitted up as a theatre, and the cats acted and danced for their amusement, and then the White Cat said good-night to him, and the hands conducted him into a room he had not seen before, hung with tapestry worked with butterflies' wings of every color; ",conducted,BEFORE,"The Prince went to bed in silence, as he did not quite know how to begin a conversation with the hands that waited on him, and in the morning he was awakened by a noise and confusion outside of his window, and the hands came and quickly dressed him in hunting costume. ",know,57,59,6,2
"The Prince went to bed in silence, as he did not quite know how to begin a conversation with the hands that waited on him, and in the morning he was awakened by a noise and confusion outside of his window, and the hands came and quickly dressed him in hunting costume. ",know,BEFORE,"When he looked out all the cats were assembled in the courtyard, some leading greyhounds, some blowing horns, for the White Cat was going out hunting. ",looked,59,60,2,0
"When he looked out all the cats were assembled in the courtyard, some leading greyhounds, some blowing horns, for the White Cat was going out hunting. ",looked,BEFORE,"The hands led a wooden horse up to the Prince, and seemed to expect him to mount it, at which he was very indignant; ",led,60,61,0,0
"The hands led a wooden horse up to the Prince, and seemed to expect him to mount it, at which he was very indignant; ",led,BEFORE," but it was no use for him to object, for he speedily found himself upon its back, and it pranced gaily off with him. ",object,61,62,0,1
" but it was no use for him to object, for he speedily found himself upon its back, and it pranced gaily off with him. ",object,AFTER,"The White Cat herself was riding a monkey, which climbed even up to the eagles' nests when she had a fancy for the young eaglets. ",riding,62,63,1,1
"The White Cat herself was riding a monkey, which climbed even up to the eagles' nests when she had a fancy for the young eaglets. ",riding,BEFORE,"Never was there a pleasanter hunting party, and when they returned to the castle the Prince and the White Cat supped together as before, but when they had finished she offered him a crystal goblet, which must have contained a magic draught, for, as soon as he had swallowed its contents, he forgot everything, even the little dog that he was seeking for the King, and only thought how happy he was to be with the White Cat! ",thought,63,64,1,15
"Never was there a pleasanter hunting party, and when they returned to the castle the Prince and the White Cat supped together as before, but when they had finished she offered him a crystal goblet, which must have contained a magic draught, for, as soon as he had swallowed its contents, he forgot everything, even the little dog that he was seeking for the King, and only thought how happy he was to be with the White Cat! ",thought,AFTER,The Prince had forgotten all about meeting his brothers: he did not even know what country he belonged to; ,meeting,64,66,15,2
The Prince had forgotten all about meeting his brothers: he did not even know what country he belonged to; ,meeting,BEFORE," but the White Cat knew when he ought to go back, and one day she said to him: ""Do you know that you have only three days left to look for the little dog for your father, and your brothers have found lovely ones?"" ",know,66,67,2,5
" but the White Cat knew when he ought to go back, and one day she said to him: ""Do you know that you have only three days left to look for the little dog for your father, and your brothers have found lovely ones?"" ",know,BEFORE,"Then the Prince suddenly recovered his memory, and cried: ""What can have made me forget such an important thing? ",cried,67,68,5,1
"Then the Prince suddenly recovered his memory, and cried: ""What can have made me forget such an important thing? ",cried,AFTER,My whole fortune depends upon it; ,depends,68,69,1,0
My whole fortune depends upon it; ,depends,BEFORE," and even if I could in such a short time find a dog pretty enough to gain me a kingdom, where should I find a horse who would carry me all that way in three days?"" ",carry,69,70,0,6
" and even if I could in such a short time find a dog pretty enough to gain me a kingdom, where should I find a horse who would carry me all that way in three days?"" ",carry,BEFORE,"But the White Cat said to him: ""King's son, do not trouble yourself; ",trouble,70,72,6,2
"But the White Cat said to him: ""King's son, do not trouble yourself; ",trouble,BEFORE," I am your friend, and will make everything easy for you. ",make,72,73,2,2
" I am your friend, and will make everything easy for you. ",make,BEFORE,"You can still stay here for a day, as the good wooden horse can take you to your country in twelve hours."" ",take,73,74,2,3
"You can still stay here for a day, as the good wooden horse can take you to your country in twelve hours."" ",take,BEFORE,"""I thank you, beautiful Cat,"" said the Prince; ",said,74,75,3,1
"""I thank you, beautiful Cat,"" said the Prince; ",said,BEFORE," ""but what good will it do me to get back if I have not a dog to take to my father?"" ",do,75,76,1,1
" ""but what good will it do me to get back if I have not a dog to take to my father?"" ",do,BEFORE,"""See here,"" answered the White Cat, holding up an acorn; ",answered,76,77,1,1
"""See here,"" answered the White Cat, holding up an acorn; ",answered,BEFORE,"White Cat dear,"" said the Prince, ""how unkind you are to laugh at me now!"" ",said,77,80,1,0
"White Cat dear,"" said the Prince, ""how unkind you are to laugh at me now!"" ",said,AFTER,"And inside it he distinctly heard a tiny voice say: ""Bow-wow!"" ",heard,80,82,0,0
"And inside it he distinctly heard a tiny voice say: ""Bow-wow!"" ",heard,BEFORE,"He wanted to take it out and look at it, but the White Cat said it would be better not to open the acorn till he was before the King, in case the tiny dog should be cold on the journey. ",said,82,84,0,3
"He wanted to take it out and look at it, but the White Cat said it would be better not to open the acorn till he was before the King, in case the tiny dog should be cold on the journey. ",said,BEFORE,"He thanked her a thousand times, and said good-by quite sadly when the time came for him to set out. ",said,84,85,3,1
"He thanked her a thousand times, and said good-by quite sadly when the time came for him to set out. ",said,BEFORE,"""The days have passed so quickly with you,"" he said, ""I only wish I could take you with me now."" ",wish,85,86,1,3
"""The days have passed so quickly with you,"" he said, ""I only wish I could take you with me now."" ",wish,BEFORE,But the White Cat shook her head and sighed deeply in answer. ,sighed,86,87,3,1
But the White Cat shook her head and sighed deeply in answer. ,sighed,BEFORE,"After all the Prince was the first to arrive at the castle where he had agreed to meet his brothers, but they came soon after, and stared in amazement when they saw the wooden horse in the courtyard jumping like a hunter. ",saw,87,88,1,7
"After all the Prince was the first to arrive at the castle where he had agreed to meet his brothers, but they came soon after, and stared in amazement when they saw the wooden horse in the courtyard jumping like a hunter. ",saw,BEFORE,"The Prince met them joyfully, and they began to tell him all their adventures; ",began,88,89,7,1
"The Prince met them joyfully, and they began to tell him all their adventures; ",began,BEFORE," but he managed to hide from them what he had been doing, and even led them to think that a turnspit dog which he had with him was the one he was bringing for the King. ",led,89,90,1,5
" but he managed to hide from them what he had been doing, and even led them to think that a turnspit dog which he had with him was the one he was bringing for the King. ",led,BEFORE,"Fond as they all were of one another, the two eldest could not help being glad to think that their dogs certainly had a better chance. ",help,90,91,5,2
"Fond as they all were of one another, the two eldest could not help being glad to think that their dogs certainly had a better chance. ",help,BEFORE,The next morning they started in the same chariot. ,started,91,92,2,0
The next morning they started in the same chariot. ,started,AFTER,"The elder brothers carried in baskets two such tiny, fragile dogs that they hardly dared to touch them. ",carried,92,93,0,0
"The elder brothers carried in baskets two such tiny, fragile dogs that they hardly dared to touch them. ",carried,BEFORE,"As for the turnspit, he ran after the chariot, and got so covered with mud that one could hardly see what he was like at all. ",covered,93,94,0,2
"As for the turnspit, he ran after the chariot, and got so covered with mud that one could hardly see what he was like at all. ",covered,BEFORE,When they reached the palace everyone crowded round to welcome them as they went into the King's great hall; ,reached,94,95,2,0
When they reached the palace everyone crowded round to welcome them as they went into the King's great hall; ,reached,BEFORE, and when the two brothers presented their little dogs nobody could decide which was the prettier. ,presented,95,96,0,0
 and when the two brothers presented their little dogs nobody could decide which was the prettier. ,presented,BEFORE,"They were already arranging between themselves to share the kingdom equally, when the youngest stepped forward, drawing from his pocket the acorn the White Cat had given him. ",drawing,96,97,0,4
"They were already arranging between themselves to share the kingdom equally, when the youngest stepped forward, drawing from his pocket the acorn the White Cat had given him. ",drawing,BEFORE,"He opened it quickly, and there upon a white cushion they saw a dog so small that it could easily have been put through a ring. ",saw,97,98,4,1
"He opened it quickly, and there upon a white cushion they saw a dog so small that it could easily have been put through a ring. ",saw,BEFORE,"The Prince laid it upon the ground, and it got up at once and began to dance. ",laid,98,99,1,0
"The Prince laid it upon the ground, and it got up at once and began to dance. ",laid,BEFORE,"The King did not know what to say, for it was impossible that anything could be prettier than this little creature. ",know,99,100,0,1
"The King did not know what to say, for it was impossible that anything could be prettier than this little creature. ",know,BEFORE,"Nevertheless, as he was in no hurry to part with his crown, he told his sons that, as they had been so successful the first time, he would ask them to go once again, and seek by land and sea for a piece of muslin so fine that it could be drawn through the eye of a needle. ",ask,100,101,1,5
"Nevertheless, as he was in no hurry to part with his crown, he told his sons that, as they had been so successful the first time, he would ask them to go once again, and seek by land and sea for a piece of muslin so fine that it could be drawn through the eye of a needle. ",ask,BEFORE,"The brothers were not very willing to set out again, but the two eldest consented because it gave them another chance, and they started as before. ",consented,101,102,5,2
"The brothers were not very willing to set out again, but the two eldest consented because it gave them another chance, and they started as before. ",consented,BEFORE,"The youngest again mounted the wooden horse, and rode back at full speed to his beloved White Cat. ",mounted,102,103,2,0
"The youngest again mounted the wooden horse, and rode back at full speed to his beloved White Cat. ",mounted,BEFORE,"The hands hastened to meet him, and led the wooden horse off to the stable, while he hurried in to find the White Cat. ",meet,103,105,0,1
"The hands hastened to meet him, and led the wooden horse off to the stable, while he hurried in to find the White Cat. ",meet,BEFORE,"She was asleep in a little basket on a white satin cushion, but she very soon started up when she heard the Prince, and was overjoyed at seeing him once more. ",heard,105,106,1,2
"She was asleep in a little basket on a white satin cushion, but she very soon started up when she heard the Prince, and was overjoyed at seeing him once more. ",heard,BEFORE,"""How could I hope that you would come back to me King's son?"" ",hope,106,107,2,1
"""How could I hope that you would come back to me King's son?"" ",hope,BEFORE,"And then he stroked and petted her, and told her of his successful journey, and how he had come back to ask her help, as he believed that it was impossible to find what the King demanded. ",ask,107,109,1,5
"And then he stroked and petted her, and told her of his successful journey, and how he had come back to ask her help, as he believed that it was impossible to find what the King demanded. ",ask,BEFORE,"The White Cat looked serious, and said she must think what was to be done, but that, luckily, there were some cats in the castle who could spin very well, and if anybody could manage it they could, and she would set them the task herself. ",set,109,110,5,14
"The White Cat looked serious, and said she must think what was to be done, but that, luckily, there were some cats in the castle who could spin very well, and if anybody could manage it they could, and she would set them the task herself. ",set,AFTER,"And then the hands appeared carrying torches, and conducted the Prince and the White Cat to a long gallery which overlooked the river, from the windows of which they saw a magnificent display of fireworks of all sorts; ",saw,110,111,14,4
"And then the hands appeared carrying torches, and conducted the Prince and the White Cat to a long gallery which overlooked the river, from the windows of which they saw a magnificent display of fireworks of all sorts; ",saw,BEFORE," after which they had supper, which the Prince liked even better than the fireworks, for it was very late, and he was hungry after his long ride. ",liked,111,112,4,1
" after which they had supper, which the Prince liked even better than the fireworks, for it was very late, and he was hungry after his long ride. ",liked,BEFORE," it was impossible to feel dull with the White Cat, and she had quite a talent for inventing new amusements-indeed, she was cleverer than a cat has any right to be. ",feel,112,114,1,1
" it was impossible to feel dull with the White Cat, and she had quite a talent for inventing new amusements-indeed, she was cleverer than a cat has any right to be. ",feel,BEFORE,"But when the Prince asked her how it was that she was so wise, she only said: ""King's son, do not ask me; ",said,114,115,1,3
"But when the Prince asked her how it was that she was so wise, she only said: ""King's son, do not ask me; ",said,BEFORE, guess what you please. ,guess,115,116,3,0
 guess what you please. ,guess,BEFORE,"I may not tell you anything."" ",tell,116,117,0,1
"I may not tell you anything."" ",tell,BEFORE,"The Prince was so happy that he did not trouble himself at all about the time, but presently the White Cat told him that the year was gone, and that he need not be at all anxious about the piece of muslin, as they had made it very well. ",told,117,118,1,3
"The Prince was so happy that he did not trouble himself at all about the time, but presently the White Cat told him that the year was gone, and that he need not be at all anxious about the piece of muslin, as they had made it very well. ",told,BEFORE,"""This time,"" she added, ""I can give you a suitable escort"";",added,118,119,3,0
"""This time,"" she added, ""I can give you a suitable escort"";",added,BEFORE," and on looking out into the courtyard the Prince saw a superb chariot of burnished gold, enameled in flame color with a thousand different devices. ",saw,119,120,0,1
" and on looking out into the courtyard the Prince saw a superb chariot of burnished gold, enameled in flame color with a thousand different devices. ",saw,BEFORE,"A hundred chariots followed, each drawn by eight horses, and filled with officers in splendid uniforms, and a thousand guards surrounded the procession. ",surrounded,120,123,1,3
"A hundred chariots followed, each drawn by eight horses, and filled with officers in splendid uniforms, and a thousand guards surrounded the procession. ",surrounded,BEFORE,"said the White Cat, ""and when you appear before the King in such state he surely will not refuse you the crown which you deserve. ",appear,123,125,3,1
"said the White Cat, ""and when you appear before the King in such state he surely will not refuse you the crown which you deserve. ",appear,AFTER,"Take this walnut, but do not open it until you are before him, then you will find in it the piece of stuff you asked me for."" ",asked,125,126,1,6
"Take this walnut, but do not open it until you are before him, then you will find in it the piece of stuff you asked me for."" ",asked,BEFORE,"""Lovely Blanchette,"" said the Prince, ""how can I thank you properly for all your kindness to me? ",thank,126,127,6,2
"""Lovely Blanchette,"" said the Prince, ""how can I thank you properly for all your kindness to me? ",thank,BEFORE,"Only tell me that you wish it, and I will give up for ever all thought of being king, and will stay here with you always."" ",tell,127,128,2,0
"Only tell me that you wish it, and I will give up for ever all thought of being king, and will stay here with you always."" ",tell,BEFORE,"""King's son,"" she replied, ""it shows the goodness of your heart that you should care so much for a little white cat, who is good for nothing but to catch mice; ",replied,128,129,0,0
"""King's son,"" she replied, ""it shows the goodness of your heart that you should care so much for a little white cat, who is good for nothing but to catch mice; ",replied,BEFORE," but you must not stay."" ",stay,129,130,0,1
" but you must not stay."" ",stay,AFTER,So the Prince kissed her little paw and set out. ,kissed,130,131,1,0
So the Prince kissed her little paw and set out. ,kissed,BEFORE,You can imagine how fast he traveled when I tell you that they reached the King's palace in just half the time it had taken the wooden horse to get there. ,imagine,131,132,0,1
You can imagine how fast he traveled when I tell you that they reached the King's palace in just half the time it had taken the wooden horse to get there. ,imagine,BEFORE,"This time the Prince was so late that he did not try to meet his brothers at their castle, so they thought he could not be coming, and were rather glad of it, and displayed their pieces of muslin to the King proudly, feeling sure of success. ",meet,132,133,1,3
"This time the Prince was so late that he did not try to meet his brothers at their castle, so they thought he could not be coming, and were rather glad of it, and displayed their pieces of muslin to the King proudly, feeling sure of success. ",meet,BEFORE," but the King, who was only too glad to make a difficulty, sent for a particular needle, which was kept among the Crown jewels, and had such a small eye that everybody saw at once that it was impossible that the muslin should pass through it. ",saw,133,135,3,6
" but the King, who was only too glad to make a difficulty, sent for a particular needle, which was kept among the Crown jewels, and had such a small eye that everybody saw at once that it was impossible that the muslin should pass through it. ",saw,BEFORE,"The Princes were angry, and were beginning to complain that it was a trick, when suddenly the trumpets sounded and the youngest Prince came in. ",complain,135,136,6,3
"The Princes were angry, and were beginning to complain that it was a trick, when suddenly the trumpets sounded and the youngest Prince came in. ",complain,BEFORE,"His father and brothers were quite astonished at his magnificence, and after he had greeted them he took the walnut from his pocket and opened it, fully expecting to find the piece of muslin, but instead there was only a hazel-nut. ",opened,136,137,3,4
"His father and brothers were quite astonished at his magnificence, and after he had greeted them he took the walnut from his pocket and opened it, fully expecting to find the piece of muslin, but instead there was only a hazel-nut. ",opened,BEFORE,"He cracked it, and there lay a cherry-stone. ",cracked,137,138,4,0
"He cracked it, and there lay a cherry-stone. ",cracked,BEFORE,"Everybody was looking on, and the King was chuckling to himself at the idea of finding the piece of muslin in a nutshell. ",looking,138,139,0,1
"Everybody was looking on, and the King was chuckling to himself at the idea of finding the piece of muslin in a nutshell. ",looking,BEFORE,"However, the Prince cracked the cherry-stone, but everyone laughed when he saw it contained only its own kernel. ",saw,139,140,1,2
