sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"Wicked spirits, the enemies of mankind, walk abroad, and lie in wait to ensnare the children of the sky. ",walk,BEFORE,"Every night they are lifting their voices to the Power of Evil, and every day they make themselves busy in casting mischief in the hunter's path. ",casting,39,40,0,3
"Every night they are lifting their voices to the Power of Evil, and every day they make themselves busy in casting mischief in the hunter's path. ",casting,BEFORE,The spell you were under is broken. ,broken,40,42,3,2
The spell you were under is broken. ,broken,BEFORE,Your evil genius is overcome. ,overcome,42,43,2,1
Your evil genius is overcome. ,overcome,AFTER,"I have cast him down by my superior strength, and it is this strength I now exert for your happiness. ",cast,43,44,1,1
"I have cast him down by my superior strength, and it is this strength I now exert for your happiness. ",cast,BEFORE," ascend into the skies, and partake of the feast I have prepared for you in the stars, and bring with you those you love. ",prepared,44,46,1,2
" ascend into the skies, and partake of the feast I have prepared for you in the stars, and bring with you those you love. ",prepared,BEFORE,"It is endowed with magic power to give immortality to mortals, and to change men to spirits. ",change,46,49,2,3
"It is endowed with magic power to give immortality to mortals, and to change men to spirits. ",change,BEFORE,"Every female shall also change her state and looks, and no longer be doomed to laborious tasks. ",change,49,53,3,1
"Every female shall also change her state and looks, and no longer be doomed to laborious tasks. ",change,BEFORE,"She shall dance, and not work. ",dance,53,55,1,1
"She shall dance, and not work. ",dance,BEFORE,"She shall sing, and not cry. ",sing,55,56,1,1
"She shall sing, and not cry. ",sing,AFTER,"""My beams,"" continued the voice, ""shine faintly on your lodge, but they have power to transform it into the lightness of the skies, and decorate it with the colors of the clouds. ",continued,56,57,1,0
"""My beams,"" continued the voice, ""shine faintly on your lodge, but they have power to transform it into the lightness of the skies, and decorate it with the colors of the clouds. ",continued,BEFORE,"Think strongly on my words, and look steadfastly at my beams. ",look,57,59,0,1
"Think strongly on my words, and look steadfastly at my beams. ",look,BEFORE,"It is the voice of the Spirit of the Stars that calls you away to happiness and celestial rest."" ",calls,59,62,1,1
"It is the voice of the Spirit of the Stars that calls you away to happiness and celestial rest."" ",calls,BEFORE,"The words were intelligible to Osseo, but his companions thought them some far-off sounds of music, or birds singing in the woods. ",thought,62,63,1,1
"The words were intelligible to Osseo, but his companions thought them some far-off sounds of music, or birds singing in the woods. ",thought,BEFORE,"Very soon the lodge began to shake and tremble, and they felt it rising into the air. ",felt,63,64,1,3
"Very soon the lodge began to shake and tremble, and they felt it rising into the air. ",felt,BEFORE,"Osseo looked around him as the lodge passed through the topmost boughs, and behold! ",looked,64,66,3,0
"Osseo looked around him as the lodge passed through the topmost boughs, and behold! ",looked,AFTER,"their wooden dishes were changed into shells of a scarlet color, the poles of the lodge to glittering rods of silver, and the bark that covered them into the gorgeous wings of insects. ",changed,66,67,0,1
"their wooden dishes were changed into shells of a scarlet color, the poles of the lodge to glittering rods of silver, and the bark that covered them into the gorgeous wings of insects. ",changed,BEFORE,"A moment more and his brothers and sisters, and their parents and friends, were transformed into birds of various plumage. ",transformed,67,68,1,1
"A moment more and his brothers and sisters, and their parents and friends, were transformed into birds of various plumage. ",transformed,BEFORE,"Some were jays, some partridges and pigeons, and others gay singing birds, who hopped about, displaying their many-colored feathers, and singing songs of cheerful note. ",displaying,68,69,1,2
"Some were jays, some partridges and pigeons, and others gay singing birds, who hopped about, displaying their many-colored feathers, and singing songs of cheerful note. ",displaying,BEFORE,"But his wife, Oweenee, still kept her earthly garb, and exhibited all the indications of extreme old age. ",exhibited,69,70,2,1
"But his wife, Oweenee, still kept her earthly garb, and exhibited all the indications of extreme old age. ",exhibited,BEFORE,"He again cast his eyes in the direction of the clouds, and uttered the peculiar cry which had given him the victory at the rock. ",cast,70,71,1,0
"He again cast his eyes in the direction of the clouds, and uttered the peculiar cry which had given him the victory at the rock. ",cast,BEFORE,In a moment the youth and beauty of his wife returned; ,returned,71,72,0,0
In a moment the youth and beauty of his wife returned; ,returned,BEFORE," her dingy garments assumed the shining appearance of green silk, and her staff was changed into a silver feather. ",changed,72,73,0,3
" her dingy garments assumed the shining appearance of green silk, and her staff was changed into a silver feather. ",changed,BEFORE,"""My son,"" said the old man, ""hang that cage of birds which you have brought along in your hand at the door, and I will inform you why you and your wife have been sent for."" ",inform,73,75,3,5
"""My son,"" said the old man, ""hang that cage of birds which you have brought along in your hand at the door, and I will inform you why you and your wife have been sent for."" ",inform,BEFORE,"""Pity was shown to you,"" resumed the King of the Star, ""on account of the contempt of your wife's sister, who laughed at her ill fortune, and ridiculed you while you were under the power of that wicked spirit whom you overcame at the rock. ",resumed,75,77,5,2
"""Pity was shown to you,"" resumed the King of the Star, ""on account of the contempt of your wife's sister, who laughed at her ill fortune, and ridiculed you while you were under the power of that wicked spirit whom you overcame at the rock. ",resumed,AFTER,"That spirit lives in the next lodge, being the small star you see on the left of mine, and he has always felt envious of my family because we had greater power, and especially that we had committed to us the care of the female world. ",committed,77,78,2,7
"That spirit lives in the next lodge, being the small star you see on the left of mine, and he has always felt envious of my family because we had greater power, and especially that we had committed to us the care of the female world. ",committed,BEFORE,"He failed in many attempts to destroy your brothers and sisters-in-law, but succeeded at last in transforming yourself and your wife into decrepid old persons. ",transforming,78,79,7,3
"He failed in many attempts to destroy your brothers and sisters-in-law, but succeeded at last in transforming yourself and your wife into decrepid old persons. ",transforming,BEFORE,"You must be careful and not let the light of his beams fall on you, while you are here, for therein lies the power of his enchantment. ",fall,79,80,3,3
"You must be careful and not let the light of his beams fall on you, while you are here, for therein lies the power of his enchantment. ",fall,AFTER,"A ray of light is the bow and arrow he uses."" ",uses,80,81,3,1
"A ray of light is the bow and arrow he uses."" ",uses,BEFORE,"Osseo lived happy and contented in the parental lodge, and in due time his wife presented him with a son, who grew up rapidly, and in the very likeness of Osseo himself. ",presented,81,82,1,2
"Osseo lived happy and contented in the parental lodge, and in due time his wife presented him with a son, who grew up rapidly, and in the very likeness of Osseo himself. ",presented,AFTER,"He was very quick and ready in learning every thing that was done in his grandfather's dominions, but he wished also to learn the art of hunting, for he had heard that this was a favorite pursuit below. ",heard,82,83,2,7
"He was very quick and ready in learning every thing that was done in his grandfather's dominions, but he wished also to learn the art of hunting, for he had heard that this was a favorite pursuit below. ",heard,BEFORE,"To gratify him, his father made him a bow and arrows, and he then let the birds out of the cage that he might practice in shooting. ",gratify,83,84,7,0
"To gratify him, his father made him a bow and arrows, and he then let the birds out of the cage that he might practice in shooting. ",gratify,BEFORE,"In this pastime he soon became expert, and the very first day he brought down a bird; ",became,84,85,0,0
"In this pastime he soon became expert, and the very first day he brought down a bird; ",became,BEFORE," but when he went to pick it up, to his amazement it was a beautiful young woman, with the arrow sticking in her breast. ",pick,85,86,0,1
" but when he went to pick it up, to his amazement it was a beautiful young woman, with the arrow sticking in her breast. ",pick,BEFORE,"The moment her blood fell upon the surface of that pure and spotless planet, the charm was dissolved. ",fell,86,88,1,0
"The moment her blood fell upon the surface of that pure and spotless planet, the charm was dissolved. ",fell,AFTER,"The boy immediately found himself sinking, although he was partly upheld by something like wings until he passed through the lower clouds, and he then suddenly dropped upon a high, breezy island in a large lake. ",upheld,88,89,0,3
"The boy immediately found himself sinking, although he was partly upheld by something like wings until he passed through the lower clouds, and he then suddenly dropped upon a high, breezy island in a large lake. ",upheld,BEFORE,"He was pleased, on looking up, to see all his aunts and uncles following him in the form of birds, and he soon discovered the silver lodge, with his father and mother, descending, with its waving tassels fluttering like so many insects' gilded wings. ",descending,89,90,3,5
"He was pleased, on looking up, to see all his aunts and uncles following him in the form of birds, and he soon discovered the silver lodge, with his father and mother, descending, with its waving tassels fluttering like so many insects' gilded wings. ",descending,BEFORE,"These rocks were quickly observed by the Indians to be covered, in moonlight evenings, with a larger sort of Ininees, or little men, and were called Mish-in-e-mok-in-ok-ong, or Little Spirits, and the island is named from them to this day. ",called,90,94,5,5
"These rocks were quickly observed by the Indians to be covered, in moonlight evenings, with a larger sort of Ininees, or little men, and were called Mish-in-e-mok-in-ok-ong, or Little Spirits, and the island is named from them to this day. ",called,BEFORE," and the fishermen who go near those high cliffs at night, have even heard the voices of the happy little dancers. ",heard,94,96,5,2
" and the fishermen who go near those high cliffs at night, have even heard the voices of the happy little dancers. ",heard,BEFORE,"And Osseo and his wife, as fondly attached to each other as ever, always lead the dance.",lead,96,97,2,1
