sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"In order to deceive the sisters, he assumed the form of an opossum, and sat among the grass as if he were there engaged in chewing the cud. ",chewing,BEFORE,"He had not waited long when he saw the cloudy basket descend, and heard the same sweet music falling as before. ",saw,32,33,5,2
"He had not waited long when he saw the cloudy basket descend, and heard the same sweet music falling as before. ",saw,BEFORE,"He had not waited long when he saw the cloudy basket descend, and heard the same sweet music falling as before. ",heard,33,33,2,3
"He had not waited long when he saw the cloudy basket descend, and heard the same sweet music falling as before. ",heard,BEFORE,He crept slowly toward the ring. ,crept,33,34,3,0
He crept slowly toward the ring. ,crept,BEFORE,"But the instant the sisters caught sight of him they were startled, and sprang into their car. ",sprang,34,35,0,2
"But the instant the sisters caught sight of him they were startled, and sprang into their car. ",sprang,BEFORE,"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",spoke,35,36,2,1
"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",spoke,BEFORE,"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",said,36,36,1,2
"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",said,BEFORE,"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",show,36,36,2,5
"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",show,AFTER,"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",played,36,36,5,7
"It rose a short distance when one of the elder sisters spoke: ""Perhaps,"" she said, ""it is come to show us how the game is played by mortals."" ",played,BEFORE,"""Oh no,"" the youngest replied; ",replied,36,37,7,0
"""Oh no,"" the youngest replied; ",replied,BEFORE," ""quick, let us ascend."" ",let,37,38,0,0
" ""quick, let us ascend."" ",let,BEFORE," ""quick, let us ascend."" ",ascend,38,38,0,1
" ""quick, let us ascend."" ",ascend,BEFORE,"Waupee, casting off his disguise, walked sorrowfully back to his lodge-but ah, the night seemed very long to lonely White Hawk! ",walked,38,40,1,1
"Waupee, casting off his disguise, walked sorrowfully back to his lodge-but ah, the night seemed very long to lonely White Hawk! ",walked,BEFORE,"Waupee, casting off his disguise, walked sorrowfully back to his lodge-but ah, the night seemed very long to lonely White Hawk! ",seemed,40,40,1,2
"Waupee, casting off his disguise, walked sorrowfully back to his lodge-but ah, the night seemed very long to lonely White Hawk! ",seemed,AFTER,His whole soul was filled with the thought of the beautiful sister. ,filled,40,41,2,1
His whole soul was filled with the thought of the beautiful sister. ,filled,BEFORE,"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",returned,41,42,1,0
"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",returned,BEFORE,"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",hoping,42,42,0,1
"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",hoping,BEFORE,"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",fearing,42,42,1,2
"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",fearing,BEFORE,"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",sighing,42,42,2,3
"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",sighing,BEFORE,"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",leave,42,42,3,5
"Betimes, the next day, he returned to the haunted spot, hoping and fearing, and sighing as though his very soul would leave his body in its anguish. ",leave,BEFORE,He reflected upon the plan he should follow to secure success. ,secure,42,43,5,3
He reflected upon the plan he should follow to secure success. ,secure,AFTER,He had already failed twice. ,failed,43,44,3,1
He had already failed twice. ,failed,BEFORE,"Near by he found an old stump, much covered with moss. ",found,44,46,1,0
"Near by he found an old stump, much covered with moss. ",found,BEFORE,"The White Hawk was so pleased with their tidy little forms that he thought he, too, would be a mouse, especially as they were by no means formidable to look at, and would not be at all likely to create alarm. ",thought,46,48,0,1
"The White Hawk was so pleased with their tidy little forms that he thought he, too, would be a mouse, especially as they were by no means formidable to look at, and would not be at all likely to create alarm. ",thought,BEFORE,"He accordingly, having first brought the stump and set it near the ring, without further notice became a mouse. ",set,48,49,1,2
"He accordingly, having first brought the stump and set it near the ring, without further notice became a mouse. ",set,BEFORE,"He peeped and sported about, and kept his sharp little eyes busy with the others. ",peeped,49,50,2,0
"He peeped and sported about, and kept his sharp little eyes busy with the others. ",peeped,BEFORE,"He peeped and sported about, and kept his sharp little eyes busy with the others. ",sported,50,50,0,1
"He peeped and sported about, and kept his sharp little eyes busy with the others. ",sported,BEFORE,"But he did not forget to keep one eye up toward the sky, and one ear wide open in the same direction. ",forget,50,51,1,1
"But he did not forget to keep one eye up toward the sky, and one ear wide open in the same direction. ",forget,BEFORE,"It was not long before the sisters, at their customary hour, came down and resumed their sport. ",resumed,51,52,1,2
"It was not long before the sisters, at their customary hour, came down and resumed their sport. ",resumed,BEFORE,"""But see,"" cried the younger sister, ""that stump was not there before."" ",cried,52,53,2,1
"""But see,"" cried the younger sister, ""that stump was not there before."" ",cried,BEFORE,"Her sisters only smiled, and gathering round the old tree-stump, they struck it, in jest, when out ran the mice, and among them Waupee. ",smiled,53,55,1,0
"Her sisters only smiled, and gathering round the old tree-stump, they struck it, in jest, when out ran the mice, and among them Waupee. ",smiled,BEFORE,"Her sisters only smiled, and gathering round the old tree-stump, they struck it, in jest, when out ran the mice, and among them Waupee. ",gathering,55,55,0,1
"Her sisters only smiled, and gathering round the old tree-stump, they struck it, in jest, when out ran the mice, and among them Waupee. ",gathering,BEFORE,"Her sisters only smiled, and gathering round the old tree-stump, they struck it, in jest, when out ran the mice, and among them Waupee. ",struck,55,55,1,2
"Her sisters only smiled, and gathering round the old tree-stump, they struck it, in jest, when out ran the mice, and among them Waupee. ",struck,BEFORE,"They killed them all but one, which was pursued by the younger sister. ",killed,55,56,2,0
"They killed them all but one, which was pursued by the younger sister. ",killed,AFTER,"They killed them all but one, which was pursued by the younger sister. ",pursued,56,56,0,2
"They killed them all but one, which was pursued by the younger sister. ",pursued,BEFORE,"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",raised,56,57,2,1
"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",raised,AFTER,"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",held,57,57,1,2
"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",held,BEFORE,"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",put,57,57,2,3
"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",put,BEFORE,"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",arose,57,57,3,4
"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",arose,BEFORE,"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",clasped,57,57,4,5
"Just as she had raised a silver stick which she held in her hand to put an end to it, too, the form of the White Hawk arose, and he clasped his prize in his arms. ",clasped,BEFORE,"The other eleven sprang to their basket, and were drawn up to the skies. ",sprang,57,58,5,0
"The other eleven sprang to their basket, and were drawn up to the skies. ",sprang,BEFORE,Waupee exerted all his skill to please his bride and win her affections. ,exerted,58,59,0,0
Waupee exerted all his skill to please his bride and win her affections. ,exerted,BEFORE,Waupee exerted all his skill to please his bride and win her affections. ,please,59,59,0,1
Waupee exerted all his skill to please his bride and win her affections. ,please,BEFORE,Waupee exerted all his skill to please his bride and win her affections. ,win,59,59,1,2
Waupee exerted all his skill to please his bride and win her affections. ,win,BEFORE,He wiped the tears from her eyes. ,wiped,59,60,2,0
He wiped the tears from her eyes. ,wiped,BEFORE,He related his adventures in the chase. ,related,60,61,0,0
He related his adventures in the chase. ,related,AFTER,He dwelt upon the charms of life on the earth. ,dwelt,61,62,0,0
He dwelt upon the charms of life on the earth. ,dwelt,BEFORE,"He was constant in his attentions, keeping fondly by her side, and picking out the way for her to walk as he led her gently toward his lodge. ",walk,62,63,0,3
"He was constant in his attentions, keeping fondly by her side, and picking out the way for her to walk as he led her gently toward his lodge. ",walk,AFTER,"He was constant in his attentions, keeping fondly by her side, and picking out the way for her to walk as he led her gently toward his lodge. ",led,63,63,3,4
"He was constant in his attentions, keeping fondly by her side, and picking out the way for her to walk as he led her gently toward his lodge. ",led,BEFORE,"He felt his heart glow with joy as he entered it, and from that moment he was one of the happiest of men. ",felt,63,64,4,0
"He felt his heart glow with joy as he entered it, and from that moment he was one of the happiest of men. ",felt,AFTER,"He felt his heart glow with joy as he entered it, and from that moment he was one of the happiest of men. ",glow,64,64,0,1
"He felt his heart glow with joy as he entered it, and from that moment he was one of the happiest of men. ",glow,BEFORE,"He felt his heart glow with joy as he entered it, and from that moment he was one of the happiest of men. ",entered,64,64,1,2
"He felt his heart glow with joy as he entered it, and from that moment he was one of the happiest of men. ",entered,BEFORE,"As the spring drew near with its balmy gales and its many-colored flowers, their happiness was increased by the presence of a beautiful boy in their lodge. ",increased,64,66,2,3
"As the spring drew near with its balmy gales and its many-colored flowers, their happiness was increased by the presence of a beautiful boy in their lodge. ",increased,BEFORE,"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",began,66,69,3,0
"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",began,BEFORE,"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",pall,69,69,0,1
"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",pall,BEFORE,"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",sighed,69,69,1,2
"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",sighed,BEFORE,"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",revisit,69,69,2,3
"As the scenes of earth began to pall upon her sight, she sighed to revisit her father. ",revisit,AFTER,But she was obliged to hide these feelings from her husband. ,obliged,69,70,3,1
But she was obliged to hide these feelings from her husband. ,obliged,BEFORE,But she was obliged to hide these feelings from her husband. ,hide,70,70,1,2
But she was obliged to hide these feelings from her husband. ,hide,BEFORE,"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",remembered,70,71,2,0
"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",remembered,BEFORE,"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",carry,71,71,0,2
"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",carry,AFTER,"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",took,71,71,2,5
"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",took,AFTER,"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",construct,71,71,5,6
"She remembered the charm that would carry her up, and while White Hawk was engaged in the chase, she took occasion to construct a wicker basket, which she kept concealed. ",construct,BEFORE,"In the mean time, she collected such rarities from the earth as she thought would please her father, as well as the most dainty kinds of food. ",collected,71,72,6,0
"In the mean time, she collected such rarities from the earth as she thought would please her father, as well as the most dainty kinds of food. ",collected,BEFORE,"In the mean time, she collected such rarities from the earth as she thought would please her father, as well as the most dainty kinds of food. ",thought,72,72,0,1
"In the mean time, she collected such rarities from the earth as she thought would please her father, as well as the most dainty kinds of food. ",thought,BEFORE,"In the mean time, she collected such rarities from the earth as she thought would please her father, as well as the most dainty kinds of food. ",please,72,72,1,3
"In the mean time, she collected such rarities from the earth as she thought would please her father, as well as the most dainty kinds of food. ",please,BEFORE,"One day when Waupee was absent, and all was in readiness, she went out to the charmed ring, taking with her her little son. ",taking,72,73,3,3
"One day when Waupee was absent, and all was in readiness, she went out to the charmed ring, taking with her her little son. ",taking,BEFORE,"As they entered the car she commenced her magical song, and the basket rose. ",commenced,73,74,3,1
"As they entered the car she commenced her magical song, and the basket rose. ",commenced,BEFORE,"As it was wafted far away by the wind, it caught her husband's ear. ",caught,74,76,1,2
"As it was wafted far away by the wind, it caught her husband's ear. ",caught,AFTER,"It was a voice which he well knew, and he instantly ran to the prairie. ",knew,76,77,2,1
"It was a voice which he well knew, and he instantly ran to the prairie. ",knew,BEFORE,"It was a voice which he well knew, and he instantly ran to the prairie. ",ran,77,77,1,2
"It was a voice which he well knew, and he instantly ran to the prairie. ",ran,BEFORE,"Though he made breathless speed, he could not reach the ring before his wife and child had ascended beyond his reach. ",made,77,78,2,0
"Though he made breathless speed, he could not reach the ring before his wife and child had ascended beyond his reach. ",made,BEFORE,"Though he made breathless speed, he could not reach the ring before his wife and child had ascended beyond his reach. ",reach,78,78,0,2
"Though he made breathless speed, he could not reach the ring before his wife and child had ascended beyond his reach. ",reach,AFTER,"Though he made breathless speed, he could not reach the ring before his wife and child had ascended beyond his reach. ",ascended,78,78,2,4
"Though he made breathless speed, he could not reach the ring before his wife and child had ascended beyond his reach. ",ascended,BEFORE,"He watched it till it became a small speck, and finally it vanished in the sky. ",watched,78,81,4,0
"He watched it till it became a small speck, and finally it vanished in the sky. ",watched,BEFORE,"He then bent his head down to the ground, and was miserable. ",bent,81,82,0,0
"He then bent his head down to the ground, and was miserable. ",bent,BEFORE,"Through a long winter and a long summer Waupee bewailed his loss, but he found no relief. ",bewailed,82,83,0,0
"Through a long winter and a long summer Waupee bewailed his loss, but he found no relief. ",bewailed,BEFORE,"Through a long winter and a long summer Waupee bewailed his loss, but he found no relief. ",found,83,83,0,1
"Through a long winter and a long summer Waupee bewailed his loss, but he found no relief. ",found,BEFORE,"The beautiful spirit had come and gone, and he should see it no more! ",see,83,84,1,4
"The beautiful spirit had come and gone, and he should see it no more! ",see,AFTER,"He mourned his wife's loss sorely, but his son's still more. ",mourned,84,85,4,0
"He mourned his wife's loss sorely, but his son's still more. ",mourned,AFTER,The boy had both the mother's beauty and the father's strength. ,had,85,86,0,0
The boy had both the mother's beauty and the father's strength. ,had,BEFORE,In the mean time his wife had reached her home in the stars. ,reached,86,87,0,1
In the mean time his wife had reached her home in the stars. ,reached,AFTER,In the blissful employments of her father's house she had almost forgotten that she had left a husband upon the earth. ,forgotten,87,88,1,1
In the blissful employments of her father's house she had almost forgotten that she had left a husband upon the earth. ,forgotten,AFTER,In the blissful employments of her father's house she had almost forgotten that she had left a husband upon the earth. ,left,88,88,1,3
In the blissful employments of her father's house she had almost forgotten that she had left a husband upon the earth. ,left,BEFORE,Every day he was restless and anxious to visit the scene of his birth. ,visit,88,90,3,1
Every day he was restless and anxious to visit the scene of his birth. ,visit,BEFORE,"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",said,90,91,1,0
"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",said,BEFORE,"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",Go,91,91,0,1
"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",Go,BEFORE,"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",take,91,91,1,2
"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",take,BEFORE,"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",ask,91,91,2,3
"His grandfather said to his daughter, one day: ""Go, my child, and take your son down to his father, and ask him to come up and live with us. ",ask,BEFORE,"But tell him to bring along a specimen of each kind of bird and animal he kills in the chase."" ",tell,91,92,3,0
"But tell him to bring along a specimen of each kind of bird and animal he kills in the chase."" ",tell,BEFORE,"But tell him to bring along a specimen of each kind of bird and animal he kills in the chase."" ",bring,92,92,0,1
"But tell him to bring along a specimen of each kind of bird and animal he kills in the chase."" ",bring,AFTER,"But tell him to bring along a specimen of each kind of bird and animal he kills in the chase."" ",kills,92,92,1,2
"But tell him to bring along a specimen of each kind of bird and animal he kills in the chase."" ",kills,BEFORE,She accordingly took the boy and descended. ,took,92,93,2,0
She accordingly took the boy and descended. ,took,BEFORE,She accordingly took the boy and descended. ,descended,93,93,0,1
She accordingly took the boy and descended. ,descended,BEFORE,"The White Hawk, who was ever near the enchanted spot, heard her voice as she came down the sky. ",heard,93,94,1,1
"The White Hawk, who was ever near the enchanted spot, heard her voice as she came down the sky. ",heard,BEFORE,"The White Hawk, who was ever near the enchanted spot, heard her voice as she came down the sky. ",came,94,94,1,2
"The White Hawk, who was ever near the enchanted spot, heard her voice as she came down the sky. ",came,BEFORE,"His heart beat with impatience as he saw her form and that of his son, and they were soon clasped in his arms. ",beat,94,95,2,0
"His heart beat with impatience as he saw her form and that of his son, and they were soon clasped in his arms. ",beat,AFTER,"His heart beat with impatience as he saw her form and that of his son, and they were soon clasped in his arms. ",saw,95,95,0,1
"His heart beat with impatience as he saw her form and that of his son, and they were soon clasped in his arms. ",saw,BEFORE,"He heard the message of the Star, and he began to hunt with the greatest activity, that he might collect the present with all dispatch. ",heard,95,96,1,0
"He heard the message of the Star, and he began to hunt with the greatest activity, that he might collect the present with all dispatch. ",heard,BEFORE,"He heard the message of the Star, and he began to hunt with the greatest activity, that he might collect the present with all dispatch. ",began,96,96,0,1
