sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
Now a youth had seen the bird as he was carrying the princess to his cave. ,seen,AFTER,Now a youth had seen the bird as he was carrying the princess to his cave. ,carrying,4,4,1,3
Now a youth had seen the bird as he was carrying the princess to his cave. ,carrying,BEFORE,"One could not climb up to it from below, nor could one climb down to it from above. ",climb,4,6,3,1
"One could not climb up to it from below, nor could one climb down to it from above. ",climb,BEFORE,"And as the youth was walking around the rock, another youth came along and asked him what he was doing there. ",walking,6,7,1,1
"And as the youth was walking around the rock, another youth came along and asked him what he was doing there. ",walking,BEFORE,"And as the youth was walking around the rock, another youth came along and asked him what he was doing there. ",asked,7,7,1,3
"And as the youth was walking around the rock, another youth came along and asked him what he was doing there. ",asked,AFTER,"And as the youth was walking around the rock, another youth came along and asked him what he was doing there. ",doing,7,7,3,5
"And as the youth was walking around the rock, another youth came along and asked him what he was doing there. ",doing,BEFORE,"So the first youth told him that the bird with nine heads had carried off the king's daughter, and had brought her up to his cave. ",told,7,8,5,0
"So the first youth told him that the bird with nine heads had carried off the king's daughter, and had brought her up to his cave. ",told,AFTER,"So the first youth told him that the bird with nine heads had carried off the king's daughter, and had brought her up to his cave. ",carried,8,8,0,2
"So the first youth told him that the bird with nine heads had carried off the king's daughter, and had brought her up to his cave. ",carried,BEFORE,"So the first youth told him that the bird with nine heads had carried off the king's daughter, and had brought her up to his cave. ",brought,8,8,2,4
"So the first youth told him that the bird with nine heads had carried off the king's daughter, and had brought her up to his cave. ",brought,BEFORE,The other chap knew what he had to do. ,knew,8,9,4,0
The other chap knew what he had to do. ,knew,BEFORE,The other chap knew what he had to do. ,do,9,9,0,2
The other chap knew what he had to do. ,do,BEFORE,"He called together his friends, and they lowered the youth to the cave in a basket. ",lowered,9,10,2,1
"He called together his friends, and they lowered the youth to the cave in a basket. ",lowered,BEFORE,"And when he went into the cave, he saw the king's daughter sitting there, and washing the wound of the bird with nine heads; ",saw,10,11,1,1
"And when he went into the cave, he saw the king's daughter sitting there, and washing the wound of the bird with nine heads; ",saw,AFTER,"And when he went into the cave, he saw the king's daughter sitting there, and washing the wound of the bird with nine heads; ",sitting,11,11,1,2
"And when he went into the cave, he saw the king's daughter sitting there, and washing the wound of the bird with nine heads; ",sitting,AFTER," for the hound of heaven had bitten off his tenth head, and his wound was still bleeding. ",bleeding,11,12,2,3
" for the hound of heaven had bitten off his tenth head, and his wound was still bleeding. ",bleeding,BEFORE,"The princess, however, motioned to the youth to hide, and he did so. ",motioned,12,13,3,0
"The princess, however, motioned to the youth to hide, and he did so. ",motioned,AFTER,"When the king's daughter had washed his wound and bandaged it, the bird with nine heads felt so comfortable, that one after another, all his nine heads fell asleep. ",washed,13,14,0,1
"When the king's daughter had washed his wound and bandaged it, the bird with nine heads felt so comfortable, that one after another, all his nine heads fell asleep. ",washed,BEFORE,"When the king's daughter had washed his wound and bandaged it, the bird with nine heads felt so comfortable, that one after another, all his nine heads fell asleep. ",bandaged,14,14,1,2
"When the king's daughter had washed his wound and bandaged it, the bird with nine heads felt so comfortable, that one after another, all his nine heads fell asleep. ",bandaged,BEFORE,"But the king's daughter said: ""It would be best if you were hauled up first, and I came after."" ",said,14,16,2,0
"But the king's daughter said: ""It would be best if you were hauled up first, and I came after."" ",said,BEFORE,"""No,"" said the youth. ",said,16,17,0,0
"""No,"" said the youth. ",said,AFTER," yet at last she allowed herself to be persuaded, and climbed into the basket. ",allowed,17,20,0,0
" yet at last she allowed herself to be persuaded, and climbed into the basket. ",allowed,BEFORE," yet at last she allowed herself to be persuaded, and climbed into the basket. ",persuaded,20,20,0,2
" yet at last she allowed herself to be persuaded, and climbed into the basket. ",persuaded,BEFORE," yet at last she allowed herself to be persuaded, and climbed into the basket. ",climbed,20,20,2,3
" yet at last she allowed herself to be persuaded, and climbed into the basket. ",climbed,BEFORE,"But before she did so, she took a long pin from her hair, broke it into two halves and gave him one and kept the other. ",took,20,21,3,1
"But before she did so, she took a long pin from her hair, broke it into two halves and gave him one and kept the other. ",took,BEFORE,"But before she did so, she took a long pin from her hair, broke it into two halves and gave him one and kept the other. ",broke,21,21,1,2
"But before she did so, she took a long pin from her hair, broke it into two halves and gave him one and kept the other. ",broke,BEFORE,"But before she did so, she took a long pin from her hair, broke it into two halves and gave him one and kept the other. ",gave,21,21,2,3
"But before she did so, she took a long pin from her hair, broke it into two halves and gave him one and kept the other. ",gave,BEFORE,"She also divided her silken kerchief with him, and told him to take good care of both her gifts. ",divided,21,22,3,0
"She also divided her silken kerchief with him, and told him to take good care of both her gifts. ",divided,BEFORE,"She also divided her silken kerchief with him, and told him to take good care of both her gifts. ",told,22,22,0,1
"She also divided her silken kerchief with him, and told him to take good care of both her gifts. ",told,BEFORE,"She also divided her silken kerchief with him, and told him to take good care of both her gifts. ",take,22,22,1,2
"She also divided her silken kerchief with him, and told him to take good care of both her gifts. ",take,BEFORE,"But when the other man had drawn up the king's daughter, he took her along with him, and left the youth in the cave, in spite of all his calling and pleading. ",took,22,23,2,2
"But when the other man had drawn up the king's daughter, he took her along with him, and left the youth in the cave, in spite of all his calling and pleading. ",took,BEFORE,"But when the other man had drawn up the king's daughter, he took her along with him, and left the youth in the cave, in spite of all his calling and pleading. ",left,23,23,2,3
"But when the other man had drawn up the king's daughter, he took her along with him, and left the youth in the cave, in spite of all his calling and pleading. ",left,BEFORE,The youth now took a walk about the cave. ,took,23,24,3,0
The youth now took a walk about the cave. ,took,BEFORE,"There he saw a number of maidens, all of whom had been carried off by the bird with nine heads, and who had perished there of hunger. ",saw,24,25,0,0
"There he saw a number of maidens, all of whom had been carried off by the bird with nine heads, and who had perished there of hunger. ",saw,BEFORE,"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",touched,25,27,0,0
"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",touched,BEFORE,"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",thanked,27,27,0,2
"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",thanked,AFTER,"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",delivering,27,27,2,3
"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",delivering,BEFORE,"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",agreed,27,27,3,4
"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",agreed,BEFORE,"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",regard,27,27,4,5
"When he touched the fish, the latter turned into a handsome youth, who thanked him for delivering him, and they agreed to regard each other as brothers. ",regard,BEFORE,Soon the first youth grew very hungry. ,grew,27,28,5,0
Soon the first youth grew very hungry. ,grew,BEFORE,"Then, suddenly, he saw a great dragon, who was licking a stone. ",saw,28,30,0,0
"Then, suddenly, he saw a great dragon, who was licking a stone. ",saw,BEFORE,"The youth imitated him, and before long his hunger had disappeared. ",imitated,30,31,0,0
"The youth imitated him, and before long his hunger had disappeared. ",imitated,BEFORE,"The youth imitated him, and before long his hunger had disappeared. ",disappeared,31,31,0,2
"The youth imitated him, and before long his hunger had disappeared. ",disappeared,BEFORE,"He next asked the dragon how he could get away from the cave, and the dragon nodded his head in the direction of his tail, as much as to say he should seat himself upon it. ",asked,31,32,2,0
"He next asked the dragon how he could get away from the cave, and the dragon nodded his head in the direction of his tail, as much as to say he should seat himself upon it. ",asked,BEFORE,"He next asked the dragon how he could get away from the cave, and the dragon nodded his head in the direction of his tail, as much as to say he should seat himself upon it. ",nodded,32,32,0,3
"He next asked the dragon how he could get away from the cave, and the dragon nodded his head in the direction of his tail, as much as to say he should seat himself upon it. ",nodded,BEFORE,"He next asked the dragon how he could get away from the cave, and the dragon nodded his head in the direction of his tail, as much as to say he should seat himself upon it. ",say,32,32,3,4
"He next asked the dragon how he could get away from the cave, and the dragon nodded his head in the direction of his tail, as much as to say he should seat himself upon it. ",say,BEFORE,"So he climbed up, and in the twinkling of an eye he was down on the ground, and the dragon had disappeared. ",climbed,32,33,4,0
"So he climbed up, and in the twinkling of an eye he was down on the ground, and the dragon had disappeared. ",climbed,BEFORE,He then went on until he found a tortoise-shell full of beautiful pearls. ,found,33,34,0,1
He then went on until he found a tortoise-shell full of beautiful pearls. ,found,BEFORE,"The youth took the pearls out of the tortoise-shell, and put them in his pocket. ",took,34,36,1,0
"The youth took the pearls out of the tortoise-shell, and put them in his pocket. ",took,BEFORE,"The youth took the pearls out of the tortoise-shell, and put them in his pocket. ",put,36,36,0,1
"The youth took the pearls out of the tortoise-shell, and put them in his pocket. ",put,BEFORE,Not long after he reached the sea-shore. ,reached,36,37,1,0
Not long after he reached the sea-shore. ,reached,BEFORE,"Here he flung a pearl into the sea, and at once the waters divided and he could see the sea-dragon. ",flung,37,38,0,0
"Here he flung a pearl into the sea, and at once the waters divided and he could see the sea-dragon. ",flung,BEFORE,"Here he flung a pearl into the sea, and at once the waters divided and he could see the sea-dragon. ",see,38,38,0,3
"Here he flung a pearl into the sea, and at once the waters divided and he could see the sea-dragon. ",see,BEFORE,"The sea-dragon cried: ""Who is disturbing me here in my own kingdom?"" ",cried,38,39,3,0
"The sea-dragon cried: ""Who is disturbing me here in my own kingdom?"" ",cried,AFTER,"The sea-dragon cried: ""Who is disturbing me here in my own kingdom?"" ",disturbing,39,39,0,2
"The sea-dragon cried: ""Who is disturbing me here in my own kingdom?"" ",disturbing,BEFORE,"The youth answered: ""I found pearls in a tortoise-shell, and have flung one into the sea, and now the waters have divided for me."" ",answered,39,40,2,0
"The youth answered: ""I found pearls in a tortoise-shell, and have flung one into the sea, and now the waters have divided for me."" ",answered,AFTER,"The youth answered: ""I found pearls in a tortoise-shell, and have flung one into the sea, and now the waters have divided for me."" ",found,40,40,0,1
"The youth answered: ""I found pearls in a tortoise-shell, and have flung one into the sea, and now the waters have divided for me."" ",found,BEFORE,"The youth answered: ""I found pearls in a tortoise-shell, and have flung one into the sea, and now the waters have divided for me."" ",flung,40,40,1,3
"The youth answered: ""I found pearls in a tortoise-shell, and have flung one into the sea, and now the waters have divided for me."" ",flung,BEFORE,"""If that is the case,"" said the dragon, ""then come into the sea with me and we will live there together."" ",said,40,41,3,1
"""If that is the case,"" said the dragon, ""then come into the sea with me and we will live there together."" ",said,BEFORE,Then the youth recognized him for the same dragon whom he had seen in the cave. ,recognized,41,42,1,0
Then the youth recognized him for the same dragon whom he had seen in the cave. ,recognized,AFTER,Then the youth recognized him for the same dragon whom he had seen in the cave. ,seen,42,42,0,2
Then the youth recognized him for the same dragon whom he had seen in the cave. ,seen,AFTER,And with him was the youth with whom he had formed a bond of brotherhood: He was the dragon's son. ,formed,42,43,2,2
And with him was the youth with whom he had formed a bond of brotherhood: He was the dragon's son. ,formed,BEFORE,"""Since you have saved my son and become his brother, I am your father,"" said the old dragon. ",saved,43,44,2,1
"""Since you have saved my son and become his brother, I am your father,"" said the old dragon. ",saved,BEFORE,"""Since you have saved my son and become his brother, I am your father,"" said the old dragon. ",said,44,44,1,4
"""Since you have saved my son and become his brother, I am your father,"" said the old dragon. ",said,AFTER,And he entertained him hospitably with food and wine. ,entertained,44,45,4,0
And he entertained him hospitably with food and wine. ,entertained,BEFORE,"One day his friend said to him: ""My father is sure to want to reward you. ",said,45,46,0,0
"One day his friend said to him: ""My father is sure to want to reward you. ",said,BEFORE,"One day his friend said to him: ""My father is sure to want to reward you. ",want,46,46,0,2
"One day his friend said to him: ""My father is sure to want to reward you. ",want,BEFORE,"One day his friend said to him: ""My father is sure to want to reward you. ",reward,46,46,2,3
"One day his friend said to him: ""My father is sure to want to reward you. ",reward,BEFORE,"With it you can conjure up whatever you wish."" ",wish,46,48,3,2
"With it you can conjure up whatever you wish."" ",wish,BEFORE,"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",asked,48,49,2,0
"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",asked,AFTER,"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",wanted,49,49,0,1
"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",wanted,BEFORE,"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",answered,49,49,1,2
"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",answered,AFTER,"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",want,49,49,2,3
"And, sure enough, the old dragon asked him what he wanted by way of a reward, and the youth answered: ""I want no money, nor any jewels. ",want,BEFORE,"All I want is the little gourd flask over yonder."" ",want,49,50,3,0
"All I want is the little gourd flask over yonder."" ",want,AFTER,"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",wish,50,51,0,1
"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",wish,BEFORE,"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",give,51,51,1,2
"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",give,BEFORE,"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",let,51,51,2,4
"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",let,BEFORE,"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",have,51,51,4,5
"At first the dragon did not wish to give it up, but at last he did let him have it, after all. ",have,BEFORE,And then the youth left the dragon's castle. ,left,51,52,5,0
And then the youth left the dragon's castle. ,left,BEFORE,When he set his foot on dry land again he felt hungry. ,set,52,53,0,0
When he set his foot on dry land again he felt hungry. ,set,BEFORE,When he set his foot on dry land again he felt hungry. ,felt,53,53,0,1
When he set his foot on dry land again he felt hungry. ,felt,AFTER,"At once a table stood before him, covered with a fine and plenteous meal. ",stood,53,54,1,0
"At once a table stood before him, covered with a fine and plenteous meal. ",stood,BEFORE,He ate and drank. ,ate,54,55,0,0
He ate and drank. ,ate,BEFORE,He ate and drank. ,drank,55,55,0,1
He ate and drank. ,drank,BEFORE,"After he had gone on a while, he felt weary. ",felt,55,56,1,2
"After he had gone on a while, he felt weary. ",felt,BEFORE,"And there stood an ass, waiting for him, on which he mounted. ",mounted,56,57,2,2
"And there stood an ass, waiting for him, on which he mounted. ",mounted,AFTER,"After he had ridden for a while, the ass's gait seemed too uneven, and along came a wagon, into which he climbed. ",ridden,57,58,2,1
"After he had ridden for a while, the ass's gait seemed too uneven, and along came a wagon, into which he climbed. ",ridden,BEFORE,"After he had ridden for a while, the ass's gait seemed too uneven, and along came a wagon, into which he climbed. ",came,58,58,1,3
"After he had ridden for a while, the ass's gait seemed too uneven, and along came a wagon, into which he climbed. ",came,BEFORE,"After he had ridden for a while, the ass's gait seemed too uneven, and along came a wagon, into which he climbed. ",climbed,58,58,3,4
"After he had ridden for a while, the ass's gait seemed too uneven, and along came a wagon, into which he climbed. ",climbed,BEFORE,"But the wagon shook him up too, greatly, and he thought: ""If I only had a litter! ",shook,58,59,4,0
"But the wagon shook him up too, greatly, and he thought: ""If I only had a litter! ",shook,BEFORE,"But the wagon shook him up too, greatly, and he thought: ""If I only had a litter! ",thought,59,59,0,1
"But the wagon shook him up too, greatly, and he thought: ""If I only had a litter! ",thought,AFTER,"But the wagon shook him up too, greatly, and he thought: ""If I only had a litter! ",had,59,59,1,2
"But the wagon shook him up too, greatly, and he thought: ""If I only had a litter! ",had,BEFORE,"No more had he thought so, than the litter came along, and he seated himself in it. ",thought,59,61,2,1
"No more had he thought so, than the litter came along, and he seated himself in it. ",thought,BEFORE,"No more had he thought so, than the litter came along, and he seated himself in it. ",seated,61,61,1,3
"No more had he thought so, than the litter came along, and he seated himself in it. ",seated,BEFORE,"And the bearers carried him to the city in which dwelt the king, the queen and their daughter. ",carried,61,62,3,0
"And the bearers carried him to the city in which dwelt the king, the queen and their daughter. ",carried,BEFORE,"But the king's daughter was not willing, and said: ""He is not the right man. ",said,62,64,0,1
"But the king's daughter was not willing, and said: ""He is not the right man. ",said,BEFORE,"My deliverer will come and bring with him half of the long pin for my hair, and half my silken kerchief as a token."" ",come,64,65,1,1
"My deliverer will come and bring with him half of the long pin for my hair, and half my silken kerchief as a token."" ",come,BEFORE,"My deliverer will come and bring with him half of the long pin for my hair, and half my silken kerchief as a token."" ",bring,65,65,1,2
"My deliverer will come and bring with him half of the long pin for my hair, and half my silken kerchief as a token."" ",bring,AFTER,"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",appear,65,66,2,1
"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",appear,BEFORE,"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",pressed,66,66,1,2
"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",pressed,BEFORE,"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",grew,66,66,2,3
"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",grew,BEFORE,"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",said,66,66,3,4
"But when the youth did not appear for so long a time, and the other one pressed the king, the king grew impatient and said: ""The wedding shall take place to-morrow!"" ",said,BEFORE,"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",went,66,67,4,0
"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",went,BEFORE,"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",searched,67,67,0,1
"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",searched,BEFORE,"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",searched,67,67,1,2
"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",searched,BEFORE,"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",finding,67,67,2,3
"Then the king's daughter went sadly through the streets of the city, and searched and searched in the hope of finding her deliverer. ",finding,BEFORE,And this was on the very day that the litter arrived. ,arrived,67,68,3,1
And this was on the very day that the litter arrived. ,arrived,BEFORE,"The king's daughter saw the half of her silken handkerchief in the youth's hand, and filled with joy, she led him to her father. ",saw,68,69,1,0
"The king's daughter saw the half of her silken handkerchief in the youth's hand, and filled with joy, she led him to her father. ",saw,BEFORE,"The king's daughter saw the half of her silken handkerchief in the youth's hand, and filled with joy, she led him to her father. ",filled,69,69,0,1
"The king's daughter saw the half of her silken handkerchief in the youth's hand, and filled with joy, she led him to her father. ",filled,BEFORE,"The king's daughter saw the half of her silken handkerchief in the youth's hand, and filled with joy, she led him to her father. ",led,69,69,1,2
"The king's daughter saw the half of her silken handkerchief in the youth's hand, and filled with joy, she led him to her father. ",led,BEFORE,"There he had to show his half of the long pin, which fitted the other exactly, and then the king was convinced that he was the right, true deliverer. ",show,69,70,2,1
"There he had to show his half of the long pin, which fitted the other exactly, and then the king was convinced that he was the right, true deliverer. ",show,BEFORE,"The false bridegroom was now punished, the wedding celebrated, and they lived in peace and happiness till the end of their days.",punished,70,71,1,1
