sentence_id,text,start,end
85,"""That will be nice,"" said Miss Muffet, with a laugh, ""for Nurse Holloweg never lets me do anything, and I should like to help somebody do something."" ",6699,6849
86,"So they led her into the house, where the farmer's wife wondered at the fine texture of her dress and admired the golden chain that hung around her neck. ",6849,7003
87,"""Some one will surely come for her,"" the woman said to her husband, ""for she is richly dressed and must belong to a family of some importance."" ",7003,7147
88,"Nevertheless, when they had eaten dinner, for which Little Miss Muffet had a wonderful appetite, the woman took her into the dairy and told her how she could assist her in curdling the milk and preparing it for the cheese-press. ",7147,7376
89,"""Why, it's really fun to work,"" said the girl, at first, ""and I should like to live here always. ",7376,7473
90,"I do hope Nurse Holloweg will not find me."" ",7473,7517
91,"After a time, however, she grew weary, and wanted to rest; ",7517,7576
92," but the woman had not yet finished her cheese-making, so she bade the girl keep at her tasks. ",7575,7670
93,"""It's time enough to rest when the work is done,"" she said, ""and if you stay with me you must earn your board. ",7670,7781
94,"No one is allowed to idle in this house."" ",7781,7823
95,"So Little Miss Muffet, though she felt like crying and was very tired, kept at her work until at length all was finished and the last cheese was in the press. ",7823,7982
96,"""Now,"" said the farmer's wife, ""since you have worked so well I shall give you a dish of curds and whey for your supper, and you may go out into the orchard and eat it under the shade of the trees."" ",7982,8181
97,"Little Miss Muffet had never eaten curds and whey before, and did not know how they tasted; ",8181,8273
98," but she was very hungry, so she took the dish and went into the orchard. ",8272,8346
99,"She first looked around for a place to sit down, and finally discovered a little grassy mound, which is called a tuffet in the country, and seated herself upon it. ",8346,8510
100,Then she tasted the curds and whey and found them very good. ,8510,8571
101,"But while she was eating she chanced to look down at her feet, and there was a great black spider coming straight towards her. ",8571,8698
102,"The girl had never seen such an enormous and hideous-looking spider before, and she was so frightened that she gave a scream and tipped backward off the tuffet, spilling the curds and whey all over her dress as she did so. ",8698,8921
103,"This frightened her more than ever, and as soon as she could get upon her feet she scampered away to the farm-house as fast as she could go, crying bitterly as she ran. ",8921,9090
104,"The farmer's wife tried to comfort her, and Miss Muffet, between her sobs, said she had seen ""the awfulest, biggest, blackest spider in all the world!"" ",9090,9242
105,"This made the woman laugh, for she was not afraid of spiders. ",9242,9304
106,Soon after they heard a sound of wheels upon the road and a handsome carriage came dashing up to the gate. ,9304,9411
107,"""Has anyone seen a little girl who has run away?"" ",9411,9461
108,"asked Nurse Holloweg, leaning out of the carriage. ",9461,9512
109,"""Oh, yes,"" answered Little Miss Muffet; ",9512,9552
110," ""here I am, Nurse."" ",9551,9572
111,"And she ran out and jumped into the carriage, for she was very glad to get back again to those who would care for her and not ask her to work making cheeses. ",9572,9730
112,"When they were driving back to the town the Nurse said, ""You must promise me, Miss Muffet, never to run away again. ",9730,9846
113,"You have frightened me nearly into hysterics, and had you been lost your mother would have been quite disappointed."" ",9846,9963
114,The little girl was silent for a time; ,9963,10002
115," then she answered, ""I will promise not to run away if you will let me play as other children do. ",10001,10099
116,"But if you do not allow me to run and romp and dig in the ground, I shall keep running away, no matter how many horrid spiders come to frighten me!"" ",10099,10248
117,"And Nurse Holloweg, who had really been much alarmed at so nearly losing her precious charge, thought it wise to agree to Miss Muffet's terms. ",10248,10391
118,"She kept her word, too, and when Little Miss Muffet went back to her home in the city her cheeks were as red as roses and her eyes sparkled with health. ",10391,10544
119,"And she grew, in time, to be a beautiful young lady, and as healthy and robust as she was beautiful. ",10544,10645
120,"Seeing which, the doctor put an extra large fee in his bill for advising that the little girl be taken to the country; ",10645,10764
121, and Mr. Muffet paid it without a word of protest. ,10763,10814
122,"Even after Miss Muffet grew up and was married she never forgot the day that she ran away, nor the curds and whey she ate for her supper, nor the great spider that frightened her away from the tuffet.",10814,11015
