sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",knew,,"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",thank,16,16,0,2
"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",thank,,"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",said,16,16,2,3
"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",said,,"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",urged,16,16,3,4
"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",urged,,"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",refuse,16,16,4,6
"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",refuse,,"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",mention,16,16,6,7
"""I knew you would not thank me,"" said she, ""but the old man urged it so that I could not refuse to mention his intention."" ",mention,,"""Tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then I will give him my daughter's hand in marriage."" ",Tell,16,17,7,0
"""Tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then I will give him my daughter's hand in marriage."" ",Tell,,"""Tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then I will give him my daughter's hand in marriage."" ",brings,17,17,0,1
"""Tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then I will give him my daughter's hand in marriage."" ",brings,,"""Tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then I will give him my daughter's hand in marriage."" ",give,17,17,1,3
"""Tell the old man that if this very day he brings me two white jade-stones, and four hundred ounces of yellow gold, then I will give him my daughter's hand in marriage."" ",give,,"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",wished,17,18,3,0
"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",wished,,"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",mock,18,18,0,1
"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",mock,,"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",knew,18,18,1,2
"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",knew,,"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",give,18,18,2,4
"But he only wished to mock the old man's folly, for he knew that the latter could not give him anything of the kind. ",give,,The match-maker went to Old Dschang and delivered the message. ,went,18,19,4,0
The match-maker went to Old Dschang and delivered the message. ,went,,The match-maker went to Old Dschang and delivered the message. ,delivered,19,19,0,1
The match-maker went to Old Dschang and delivered the message. ,delivered,,And he made no objection; ,made,19,20,1,0
And he made no objection; ,made,, but at once brought the exact quantity of gold and jewels to Sir We's house. ,brought,20,21,0,0
 but at once brought the exact quantity of gold and jewels to Sir We's house. ,brought,,"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",heard,21,22,0,1
"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",heard,,"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",began,22,22,1,2
"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",began,,"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",weep,22,22,2,3
"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",weep,,"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",wail,22,22,3,4
"The latter was very much frightened and when his wife heard of it, she began to weep and wail loudly. ",wail,,"But the girl encouraged her mother: ""My father has given his word now and cannot break it. ",encouraged,22,23,4,0
"But the girl encouraged her mother: ""My father has given his word now and cannot break it. ",encouraged,,"But the girl encouraged her mother: ""My father has given his word now and cannot break it. ",given,23,23,0,2
"But the girl encouraged her mother: ""My father has given his word now and cannot break it. ",given,,"But the girl encouraged her mother: ""My father has given his word now and cannot break it. ",break,23,23,2,4
"But the girl encouraged her mother: ""My father has given his word now and cannot break it. ",break,,"I will know how to bear my fate."" ",know,23,24,4,1
"I will know how to bear my fate."" ",know,,But even after the wedding the latter did not give up his work as a gardener. ,give,24,26,1,1
But even after the wedding the latter did not give up his work as a gardener. ,give,,"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",spaded,26,27,1,0
"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",spaded,,"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",sold,27,27,0,1
"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",sold,,"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",fetch,27,27,1,3
"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",fetch,,"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",build,27,27,3,4
"He spaded the field and sold vegetables as usual, and his wife had to fetch water and build the kitchen fire herself. ",build,,"But she did her work without false shame and, though her relatives reproached her, she continued to do so. ",did,27,28,4,0
"But she did her work without false shame and, though her relatives reproached her, she continued to do so. ",did,,"But she did her work without false shame and, though her relatives reproached her, she continued to do so. ",reproached,28,28,0,1
"But she did her work without false shame and, though her relatives reproached her, she continued to do so. ",reproached,,"But she did her work without false shame and, though her relatives reproached her, she continued to do so. ",do,28,28,1,3
"But she did her work without false shame and, though her relatives reproached her, she continued to do so. ",do,,"Once an aristocratic relative visited Sir We and said: ""If you had really been poor, were there not enough young gentlemen in the neighborhood for your daughter? ",visited,28,29,3,0
"Once an aristocratic relative visited Sir We and said: ""If you had really been poor, were there not enough young gentlemen in the neighborhood for your daughter? ",visited,,"Once an aristocratic relative visited Sir We and said: ""If you had really been poor, were there not enough young gentlemen in the neighborhood for your daughter? ",said,29,29,0,1
"Once an aristocratic relative visited Sir We and said: ""If you had really been poor, were there not enough young gentlemen in the neighborhood for your daughter? ",said,,Why did you have to marry her to such a wrinkled old gardener? ,marry,29,30,1,2
Why did you have to marry her to such a wrinkled old gardener? ,marry,,"Now that you have thrown her away, so to speak, it would be better if both of them left this part of the country."" ",thrown,30,31,2,1
"Now that you have thrown her away, so to speak, it would be better if both of them left this part of the country."" ",thrown,,Then Sir We prepared a banquet and invited his daughter and Old Dschang to visit him. ,prepared,31,32,1,0
Then Sir We prepared a banquet and invited his daughter and Old Dschang to visit him. ,prepared,,Then Sir We prepared a banquet and invited his daughter and Old Dschang to visit him. ,invited,32,32,0,1
Then Sir We prepared a banquet and invited his daughter and Old Dschang to visit him. ,invited,,Then Sir We prepared a banquet and invited his daughter and Old Dschang to visit him. ,visit,32,32,1,2
Then Sir We prepared a banquet and invited his daughter and Old Dschang to visit him. ,visit,,When they had had sufficient to eat and drink he allowed them to get an inkling of what was in his mind. ,allowed,32,33,2,4
When they had had sufficient to eat and drink he allowed them to get an inkling of what was in his mind. ,allowed,,When they had had sufficient to eat and drink he allowed them to get an inkling of what was in his mind. ,get,33,33,4,5
When they had had sufficient to eat and drink he allowed them to get an inkling of what was in his mind. ,get,,"Said Old Dschang: ""I have only remained here because I thought you would long for your daughter. ",thought,33,34,5,2
"Said Old Dschang: ""I have only remained here because I thought you would long for your daughter. ",thought,,"Said Old Dschang: ""I have only remained here because I thought you would long for your daughter. ",long,34,34,2,4
"Said Old Dschang: ""I have only remained here because I thought you would long for your daughter. ",long,,"But since you are tired of us, I will be glad to go. ",go,34,35,4,3
"But since you are tired of us, I will be glad to go. ",go,,"I have a little country house back in the hills, and we will set out for it early to-morrow morning."" ",have,35,36,3,0
"I have a little country house back in the hills, and we will set out for it early to-morrow morning."" ",have,,"The following morning, at break of dawn, Old Dschang came with his wife to say farewell. ",came,36,37,0,0
"The following morning, at break of dawn, Old Dschang came with his wife to say farewell. ",came,,"The following morning, at break of dawn, Old Dschang came with his wife to say farewell. ",say,37,37,0,1
"The following morning, at break of dawn, Old Dschang came with his wife to say farewell. ",say,,"Sir We said: ""Should we long to see you at some later time, my son can make inquiries."" ",said,37,38,1,0
"Sir We said: ""Should we long to see you at some later time, my son can make inquiries."" ",said,,"Sir We said: ""Should we long to see you at some later time, my son can make inquiries."" ",see,38,38,0,2
"Sir We said: ""Should we long to see you at some later time, my son can make inquiries."" ",see,,"Sir We said: ""Should we long to see you at some later time, my son can make inquiries."" ",make,38,38,2,4
"Sir We said: ""Should we long to see you at some later time, my son can make inquiries."" ",make,,Old Dschang placed his wife on a donkey and gave her a straw hat to wear. ,placed,38,39,4,0
Old Dschang placed his wife on a donkey and gave her a straw hat to wear. ,placed,,Old Dschang placed his wife on a donkey and gave her a straw hat to wear. ,gave,39,39,0,1
Old Dschang placed his wife on a donkey and gave her a straw hat to wear. ,gave,,He himself took his staff and walked after. ,took,39,40,1,0
He himself took his staff and walked after. ,took,,He himself took his staff and walked after. ,walked,40,40,0,1
He himself took his staff and walked after. ,walked,,A few years passed without any news from either of them. ,passed,40,41,1,0
A few years passed without any news from either of them. ,passed,,Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,felt,41,42,0,0
Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,felt,,Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,see,42,42,0,1
Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,see,,Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,sent,42,42,1,2
Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,sent,,Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,make,42,42,2,3
Then Sir We and his wife felt quite a longing to see their daughter and sent their son to make inquiries. ,make,,When the latter got back in the hills he met a plow-boy who was plowing with two yellow steers. ,got,42,43,3,0
When the latter got back in the hills he met a plow-boy who was plowing with two yellow steers. ,got,,When the latter got back in the hills he met a plow-boy who was plowing with two yellow steers. ,met,43,43,0,1
When the latter got back in the hills he met a plow-boy who was plowing with two yellow steers. ,met,,"He asked him: ""Where is Old Dschang's country house?"" ",asked,43,44,1,0
"He asked him: ""Where is Old Dschang's country house?"" ",asked,,"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",left,44,45,0,0
"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",left,,"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",bowed,45,45,0,1
"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",bowed,,"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",answered,45,45,1,2
"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",answered,,"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",coming,45,45,2,5
"The plow-boy left the plow in the harrow, bowed and answered: ""You have been a long time coming, sir! ",coming,,"The village is not far from here: I will show you the way."" ",show,45,46,5,2
"The village is not far from here: I will show you the way."" ",show,,A messenger in a purple robe received the guest at the gate and led him into a hall of surpassing splendor. ,received,46,57,2,0
A messenger in a purple robe received the guest at the gate and led him into a hall of surpassing splendor. ,received,,A messenger in a purple robe received the guest at the gate and led him into a hall of surpassing splendor. ,led,57,57,0,1
A messenger in a purple robe received the guest at the gate and led him into a hall of surpassing splendor. ,led,,"Two maid-servants came forth to greet him, followed by two rows of beautiful girls in a long processional. ",came,57,59,1,0
"Two maid-servants came forth to greet him, followed by two rows of beautiful girls in a long processional. ",came,,"Two maid-servants came forth to greet him, followed by two rows of beautiful girls in a long processional. ",greet,59,59,0,1
"Two maid-servants came forth to greet him, followed by two rows of beautiful girls in a long processional. ",greet,,The guest saluted him. ,saluted,59,61,1,0
The guest saluted him. ,saluted,,"At first We's son did not recognize him, but when he looked more closely, why it was Old Dschang! ",recognize,61,63,0,1
"At first We's son did not recognize him, but when he looked more closely, why it was Old Dschang! ",recognize,,"At first We's son did not recognize him, but when he looked more closely, why it was Old Dschang! ",looked,63,63,1,2
"At first We's son did not recognize him, but when he looked more closely, why it was Old Dschang! ",looked,,"The latter said with a smile: ""I am pleased that the long road to travel has not prevented your coming. ",said,63,64,2,0
"The latter said with a smile: ""I am pleased that the long road to travel has not prevented your coming. ",said,,"The latter said with a smile: ""I am pleased that the long road to travel has not prevented your coming. ",prevented,64,64,0,4
"The latter said with a smile: ""I am pleased that the long road to travel has not prevented your coming. ",prevented,,Your sister is just combing her hair. ,combing,64,65,4,1
Your sister is just combing her hair. ,combing,,"She will welcome you in a moment."" ",welcome,65,66,1,1
"She will welcome you in a moment."" ",welcome,,Then he had him sit down and drink tea. ,sit,66,67,1,1
Then he had him sit down and drink tea. ,sit,,Then he had him sit down and drink tea. ,drink,67,67,1,2
Then he had him sit down and drink tea. ,drink,,"After a short time a maid-servant came and led him to the inner rooms, to his sister. ",came,67,68,2,0
"After a short time a maid-servant came and led him to the inner rooms, to his sister. ",came,,"After a short time a maid-servant came and led him to the inner rooms, to his sister. ",led,68,68,0,1
"After a short time a maid-servant came and led him to the inner rooms, to his sister. ",led,, her curtains were formed of strings of pearls and the steps leading into the room of green nephrite. ,formed,68,70,1,1
 her curtains were formed of strings of pearls and the steps leading into the room of green nephrite. ,formed,,"She asked him carelessly how he was getting along, and what her parents were doing; ",asked,70,72,1,0
"She asked him carelessly how he was getting along, and what her parents were doing; ",asked,,"She asked him carelessly how he was getting along, and what her parents were doing; ",getting,72,72,0,2
"She asked him carelessly how he was getting along, and what her parents were doing; ",getting,,"She asked him carelessly how he was getting along, and what her parents were doing; ",doing,72,72,2,4
"She asked him carelessly how he was getting along, and what her parents were doing; ",doing,,After a splendid meal she had an apartment prepared for him. ,had,72,74,4,0
After a splendid meal she had an apartment prepared for him. ,had,,After a splendid meal she had an apartment prepared for him. ,prepared,74,74,0,1
After a splendid meal she had an apartment prepared for him. ,prepared,,"""My sister wishes to make an excursion to the Mountain of the Fairies,"" said Old Dschang to him. ",wishes,74,75,1,0
"""My sister wishes to make an excursion to the Mountain of the Fairies,"" said Old Dschang to him. ",wishes,,"""My sister wishes to make an excursion to the Mountain of the Fairies,"" said Old Dschang to him. ",make,75,75,0,1
"""My sister wishes to make an excursion to the Mountain of the Fairies,"" said Old Dschang to him. ",make,,"""My sister wishes to make an excursion to the Mountain of the Fairies,"" said Old Dschang to him. ",said,75,75,1,2
"""My sister wishes to make an excursion to the Mountain of the Fairies,"" said Old Dschang to him. ",said,,"Old Dschang mounted a dragon, while his wife and sister rode on phenixes and their attendants on cranes. ",mounted,75,78,2,0
"Old Dschang mounted a dragon, while his wife and sister rode on phenixes and their attendants on cranes. ",mounted,,"Old Dschang mounted a dragon, while his wife and sister rode on phenixes and their attendants on cranes. ",rode,78,78,0,1
"Old Dschang mounted a dragon, while his wife and sister rode on phenixes and their attendants on cranes. ",rode,,"Old Dschang and his wife then said to him: ""This is an abode of the blessed. ",said,78,81,1,0
"Old Dschang and his wife then said to him: ""This is an abode of the blessed. ",said,,"To-morrow we will escort you back."" ",escort,81,83,0,1
"To-morrow we will escort you back."" ",escort,,"On the following day, when taking leave, Old Dschang gave him eighty ounces of gold and an old straw hat. ",gave,83,84,1,1
"On the following day, when taking leave, Old Dschang gave him eighty ounces of gold and an old straw hat. ",gave,,"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",need,84,85,1,1
"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",need,,"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",said,85,85,1,2
"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",said,,"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",go,85,85,2,4
"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",go,,"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",inquire,85,85,4,5
"""Should you need money,"" said he, ""you can go to Yangdschou and inquire in the northern suburb for old Wang's drug-shop. ",inquire,,There you can collect ten million pieces of copper. ,collect,85,86,5,1
There you can collect ten million pieces of copper. ,collect,,Then he ordered his plow-boy to take him home again. ,ordered,86,88,1,0
Then he ordered his plow-boy to take him home again. ,ordered,,Then he ordered his plow-boy to take him home again. ,take,88,88,0,1
Then he ordered his plow-boy to take him home again. ,take,,"Quite a few of the folks at home, to whom he described his adventures, thought that Old Dschang must be a holy man, while others regarded the whole thing a magic vision. ",thought,88,89,1,1
"Quite a few of the folks at home, to whom he described his adventures, thought that Old Dschang must be a holy man, while others regarded the whole thing a magic vision. ",thought,,"Quite a few of the folks at home, to whom he described his adventures, thought that Old Dschang must be a holy man, while others regarded the whole thing a magic vision. ",regarded,89,89,1,4
"Quite a few of the folks at home, to whom he described his adventures, thought that Old Dschang must be a holy man, while others regarded the whole thing a magic vision. ",regarded,,After five or six years Sir We's money came to an end. ,came,89,90,4,0
After five or six years Sir We's money came to an end. ,came,,So his son took the straw hat to Yangdschou and there asked for old Wang. ,took,90,91,0,0
So his son took the straw hat to Yangdschou and there asked for old Wang. ,took,,So his son took the straw hat to Yangdschou and there asked for old Wang. ,asked,91,91,0,1
So his son took the straw hat to Yangdschou and there asked for old Wang. ,asked,,"The latter just happened to be standing in his drug-shop, mixing herbs. ",standing,91,92,1,2
"The latter just happened to be standing in his drug-shop, mixing herbs. ",standing,,"When the son explained his errand he said: ""The money is ready. ",explained,92,93,2,0
"When the son explained his errand he said: ""The money is ready. ",explained,,"When the son explained his errand he said: ""The money is ready. ",said,93,93,0,1
"When the son explained his errand he said: ""The money is ready. ",said,,And he took the hat and examined it. ,took,93,95,1,0
And he took the hat and examined it. ,took,,And he took the hat and examined it. ,examined,95,95,0,1
And he took the hat and examined it. ,examined,,"A young girl came from an inner room and said: ""I wove the hat for Old Dschang myself. ",came,95,96,1,0
"A young girl came from an inner room and said: ""I wove the hat for Old Dschang myself. ",came,,"A young girl came from an inner room and said: ""I wove the hat for Old Dschang myself. ",said,96,96,0,1
"A young girl came from an inner room and said: ""I wove the hat for Old Dschang myself. ",said,,"A young girl came from an inner room and said: ""I wove the hat for Old Dschang myself. ",wove,96,96,1,2
"A young girl came from an inner room and said: ""I wove the hat for Old Dschang myself. ",wove,,"Then old Wang gave young We the ten million pieces of copper, and the latter now believed that Old Dschang was really a saint. ",gave,96,99,2,0
"Then old Wang gave young We the ten million pieces of copper, and the latter now believed that Old Dschang was really a saint. ",gave,,"Then old Wang gave young We the ten million pieces of copper, and the latter now believed that Old Dschang was really a saint. ",believed,99,99,0,1
"Then old Wang gave young We the ten million pieces of copper, and the latter now believed that Old Dschang was really a saint. ",believed,,So he once more went over the hills to look for him. ,went,99,100,1,0
So he once more went over the hills to look for him. ,went,,So he once more went over the hills to look for him. ,look,100,100,0,1
So he once more went over the hills to look for him. ,look,,"He asked the forest-keepers, but they could tell him naught. ",asked,100,101,1,0
"He asked the forest-keepers, but they could tell him naught. ",asked,,"He asked the forest-keepers, but they could tell him naught. ",tell,101,101,0,2
"He asked the forest-keepers, but they could tell him naught. ",tell,,"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",retraced,101,102,2,0
"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",retraced,,"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",decided,102,102,0,1
"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",decided,,"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",inquire,102,102,1,2
"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",inquire,,"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",disappeared,102,102,2,4
"Sadly he retraced his steps and decided to inquire of old Wang, but he had also disappeared. ",disappeared,,"When several years had passed he once more came to Yangdschou, and was walking in the meadow before the city gate. ",came,102,103,4,2
"When several years had passed he once more came to Yangdschou, and was walking in the meadow before the city gate. ",came,,"When several years had passed he once more came to Yangdschou, and was walking in the meadow before the city gate. ",walking,103,103,2,4
"When several years had passed he once more came to Yangdschou, and was walking in the meadow before the city gate. ",walking,,There he met Old Dschang's plow-boy. ,met,103,104,4,0
There he met Old Dschang's plow-boy. ,met,,"The latter cried out: ""How are you? ",cried,104,105,0,0
"The latter cried out: ""How are you? ",cried,,"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",drew,105,107,0,0
"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",drew,,"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",gave,107,107,0,1
"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",gave,,"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",saying,107,107,1,2
"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",saying,,"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",told,107,107,2,3
"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",told,,"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",give,107,107,3,4
"and drew out ten pounds of gold, which he gave to him, saying: ""My mistress told me to give you this. ",give,,"My master is this very moment drinking tea with old Wang in the inn."" ",drinking,107,108,4,1
"My master is this very moment drinking tea with old Wang in the inn."" ",drinking,,"Young We followed the plow-boy, intending to greet his brother-in-law. ",followed,108,109,1,0
"Young We followed the plow-boy, intending to greet his brother-in-law. ",followed,,"Young We followed the plow-boy, intending to greet his brother-in-law. ",intending,109,109,0,1
"Young We followed the plow-boy, intending to greet his brother-in-law. ",intending,,"Young We followed the plow-boy, intending to greet his brother-in-law. ",greet,109,109,1,2
"Young We followed the plow-boy, intending to greet his brother-in-law. ",greet,,But when he reached the inn there was no one in sight. ,reached,109,110,2,0
