sentence1,event1,te_rel,sentence2,event2,s_id,s_id2,e_id,e_id2
"She told him not to fear or despair, for she would be his protector and friend. ",fear,BEFORE,"She invited him into her lodge, and gave him a supper. ",invited,37,38,1,0
"She invited him into her lodge, and gave him a supper. ",invited,BEFORE,"She invited him into her lodge, and gave him a supper. ",gave,38,38,0,1
"She invited him into her lodge, and gave him a supper. ",gave,BEFORE,"During the repast, she questioned him as to his motives for visiting her. ",questioned,38,39,1,0
"During the repast, she questioned him as to his motives for visiting her. ",questioned,AFTER,"During the repast, she questioned him as to his motives for visiting her. ",visiting,39,39,0,1
"During the repast, she questioned him as to his motives for visiting her. ",visiting,BEFORE,"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",related,39,40,1,0
"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",related,BEFORE,"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",stated,40,40,0,1
"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",stated,AFTER,"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",disgraced,40,40,1,4
"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",disgraced,BEFORE,"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",labored,40,40,4,5
"He related his history, stated the manner in which he had been disgraced, and the difficulties he labored under. ",labored,BEFORE,"""Now tell me truly,"" said the little old woman who makes war, ""you were afraid to go to the water in the dark."" ",tell,40,41,5,0
"""Now tell me truly,"" said the little old woman who makes war, ""you were afraid to go to the water in the dark."" ",tell,BEFORE,"""Now tell me truly,"" said the little old woman who makes war, ""you were afraid to go to the water in the dark."" ",said,41,41,0,1
"""Now tell me truly,"" said the little old woman who makes war, ""you were afraid to go to the water in the dark."" ",said,BEFORE,"""I was,"" Strong Desire answered, promptly. ",answered,41,42,1,1
"""I was,"" Strong Desire answered, promptly. ",answered,BEFORE,"As he replied, the hag waved her staff. ",replied,42,43,1,0
"As he replied, the hag waved her staff. ",replied,BEFORE,"As he replied, the hag waved her staff. ",waved,43,43,0,1
"As he replied, the hag waved her staff. ",waved,BEFORE,"""And are you afraid now,"" she asked again. ",asked,43,45,1,1
"""And are you afraid now,"" she asked again. ",asked,BEFORE,"""I am,"" again answered Strong Desire, without hesitation. ",answered,45,46,1,1
"""I am,"" again answered Strong Desire, without hesitation. ",answered,BEFORE,"""But you are not afraid to speak the truth,"" rejoined the little old woman. ",speak,46,47,1,1
"""But you are not afraid to speak the truth,"" rejoined the little old woman. ",speak,BEFORE,"""But you are not afraid to speak the truth,"" rejoined the little old woman. ",rejoined,47,47,1,2
"""But you are not afraid to speak the truth,"" rejoined the little old woman. ",rejoined,BEFORE,"She cheered him with the assurance of her friendship, and began at once to exercise her power upon him. ",cheered,47,49,2,0
"She cheered him with the assurance of her friendship, and began at once to exercise her power upon him. ",cheered,BEFORE,"She cheered him with the assurance of her friendship, and began at once to exercise her power upon him. ",began,49,49,0,1
"She cheered him with the assurance of her friendship, and began at once to exercise her power upon him. ",began,BEFORE,"She cheered him with the assurance of her friendship, and began at once to exercise her power upon him. ",exercise,49,49,1,2
"She cheered him with the assurance of her friendship, and began at once to exercise her power upon him. ",exercise,BEFORE,"His hair being very short, she took a great leaden comb, and after drawing it through his locks several times, they became of a handsome length like those of a beautiful young woman. ",took,49,50,2,1
"His hair being very short, she took a great leaden comb, and after drawing it through his locks several times, they became of a handsome length like those of a beautiful young woman. ",took,BEFORE,"His hair being very short, she took a great leaden comb, and after drawing it through his locks several times, they became of a handsome length like those of a beautiful young woman. ",drawing,50,50,1,2
"His hair being very short, she took a great leaden comb, and after drawing it through his locks several times, they became of a handsome length like those of a beautiful young woman. ",drawing,BEFORE,"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",proceeded,50,51,2,0
"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",proceeded,BEFORE,"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",dress,51,51,0,1
"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",dress,BEFORE,"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",furnishing,51,51,1,2
"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",furnishing,BEFORE,"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",tinting,51,51,2,3
"She then proceeded to dress him as a female, furnishing him with the necessary garments, and tinting his face with colors of the most charming dye. ",tinting,BEFORE,"She gave him, too, a bowl of shining metal. ",gave,51,52,3,0
"She gave him, too, a bowl of shining metal. ",gave,BEFORE,"She directed him to put in his girdle a blade of scented sword-grass, and to proceed the next morning to the banks of the lake, which was no other than that over which the Red Head reigned. ",directed,52,53,0,0
"She directed him to put in his girdle a blade of scented sword-grass, and to proceed the next morning to the banks of the lake, which was no other than that over which the Red Head reigned. ",directed,BEFORE,"She directed him to put in his girdle a blade of scented sword-grass, and to proceed the next morning to the banks of the lake, which was no other than that over which the Red Head reigned. ",put,53,53,0,1
"She directed him to put in his girdle a blade of scented sword-grass, and to proceed the next morning to the banks of the lake, which was no other than that over which the Red Head reigned. ",put,BEFORE,"She directed him to put in his girdle a blade of scented sword-grass, and to proceed the next morning to the banks of the lake, which was no other than that over which the Red Head reigned. ",proceed,53,53,1,2
"She directed him to put in his girdle a blade of scented sword-grass, and to proceed the next morning to the banks of the lake, which was no other than that over which the Red Head reigned. ",proceed,BEFORE,"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",informed,53,55,2,0
"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",informed,BEFORE,"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",saw,55,55,0,3
"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",saw,AFTER,"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",use,55,55,3,4
"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",use,BEFORE,"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",drink,55,55,4,6
"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",drink,BEFORE,"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",solicit,55,55,6,9
"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",solicit,BEFORE,"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",take,55,55,9,11
"She informed him that there would be many Indians upon the island, who, as soon as they saw him use the shining bowl to drink with, would come and solicit him to be their wife, and to take him over to the island. ",take,BEFORE,"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",refuse,55,56,11,2
"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",refuse,BEFORE,"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",say,56,56,2,3
"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",say,AFTER,"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",come,56,56,3,5
"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",come,BEFORE,"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",seek,56,56,5,8
"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",seek,BEFORE,"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",return,56,56,8,10
"These offers he was to refuse, and to say that he had come a great distance to be the wife of the Red Head, and that if the chief could not seek her for himself, she would return to her village. ",return,BEFORE,"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",said,56,57,10,0
"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",said,BEFORE,"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",heard,57,57,0,1
"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",heard,BEFORE,"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",come,57,57,1,3
"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",come,BEFORE,"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",embark,57,57,3,5
"She said, that as soon as the Red Head heard of this he would come for her in his own canoe, in which she must embark. ",embark,AFTER,"""On reaching the shore,"" added the little old woman, ""you must consent to be his wife; ",added,57,58,5,1
"""On reaching the shore,"" added the little old woman, ""you must consent to be his wife; ",added,AFTER,"""On reaching the shore,"" added the little old woman, ""you must consent to be his wife; ",consent,58,58,1,3
"""On reaching the shore,"" added the little old woman, ""you must consent to be his wife; ",consent,BEFORE," and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",induce,58,59,3,1
" and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",induce,BEFORE," and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",take,59,59,1,2
" and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",take,BEFORE," and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",reached,59,59,2,4
" and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",reached,BEFORE," and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",use,59,59,4,5
" and in the evening you are to induce him to take a walk out of the village, and when you have reached a lonesome spot, use the first opportunity to cut off his head with the blade of grass."" ",use,AFTER,She also gave Strong Desire general advice how he was to conduct himself to sustain his assumed character of a woman. ,gave,59,60,5,0
She also gave Strong Desire general advice how he was to conduct himself to sustain his assumed character of a woman. ,gave,AFTER,She also gave Strong Desire general advice how he was to conduct himself to sustain his assumed character of a woman. ,conduct,60,60,0,2
She also gave Strong Desire general advice how he was to conduct himself to sustain his assumed character of a woman. ,conduct,BEFORE,She also gave Strong Desire general advice how he was to conduct himself to sustain his assumed character of a woman. ,sustain,60,60,2,3
She also gave Strong Desire general advice how he was to conduct himself to sustain his assumed character of a woman. ,sustain,BEFORE,His fear would scarcely permit him to consent to engage in an adventure attended with so much danger; ,permit,60,61,3,1
His fear would scarcely permit him to consent to engage in an adventure attended with so much danger; ,permit,BEFORE,His fear would scarcely permit him to consent to engage in an adventure attended with so much danger; ,consent,61,61,1,2
His fear would scarcely permit him to consent to engage in an adventure attended with so much danger; ,consent,AFTER," but the recollection of his father's looks and reproaches of the want of courage, decided him. ",decided,61,62,2,0
" but the recollection of his father's looks and reproaches of the want of courage, decided him. ",decided,BEFORE,"Early in the morning he left the lodge of the little old woman who makes war, which was clouded in a heavy brackish fog, so thick and heavy to breathe, that he with difficulty made his way forth. ",left,62,63,0,0
"Early in the morning he left the lodge of the little old woman who makes war, which was clouded in a heavy brackish fog, so thick and heavy to breathe, that he with difficulty made his way forth. ",left,AFTER,"Early in the morning he left the lodge of the little old woman who makes war, which was clouded in a heavy brackish fog, so thick and heavy to breathe, that he with difficulty made his way forth. ",clouded,63,63,0,3
"Early in the morning he left the lodge of the little old woman who makes war, which was clouded in a heavy brackish fog, so thick and heavy to breathe, that he with difficulty made his way forth. ",clouded,BEFORE,"Early in the morning he left the lodge of the little old woman who makes war, which was clouded in a heavy brackish fog, so thick and heavy to breathe, that he with difficulty made his way forth. ",made,63,63,3,5
"Early in the morning he left the lodge of the little old woman who makes war, which was clouded in a heavy brackish fog, so thick and heavy to breathe, that he with difficulty made his way forth. ",made,BEFORE,"When he turned to look back for it, it was gone. ",turned,63,64,5,0
"When he turned to look back for it, it was gone. ",turned,BEFORE,"He took the hard beaten path to the banks of the lake, and made for the water at a point directly opposite the Red Head's lodge. ",took,64,65,0,0
"He took the hard beaten path to the banks of the lake, and made for the water at a point directly opposite the Red Head's lodge. ",took,BEFORE,"He had not been long there, sauntering along the beach, when he displayed the glittering bowl by dipping water from the lake. ",sauntering,65,68,0,2
"He had not been long there, sauntering along the beach, when he displayed the glittering bowl by dipping water from the lake. ",sauntering,BEFORE,"He had not been long there, sauntering along the beach, when he displayed the glittering bowl by dipping water from the lake. ",displayed,68,68,2,3
"He had not been long there, sauntering along the beach, when he displayed the glittering bowl by dipping water from the lake. ",displayed,BEFORE,"The men admired his dress, and were charmed with his beauty, and almost with one voice they all made proposals of marriage. ",admired,68,70,3,0
"The men admired his dress, and were charmed with his beauty, and almost with one voice they all made proposals of marriage. ",admired,BEFORE,"The men admired his dress, and were charmed with his beauty, and almost with one voice they all made proposals of marriage. ",made,70,70,0,3
